LTR,CANVAS ID,DEPT,COURSE,NAME,Instructor(s),# Students,Mode,Status,MT Date(s),MT Time(s),MT LT,MT Invig LT,MT Notes,FE Date,FE Time ,FE LT,FE Invig LT,FE Notes
NW,103743,MATH,MATH 449D 101 2022W1,MATH 449D 101 2022W1 Honours Reading - HONOURS READING,"RAMDORAI, SUJATHA",1,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,103747,MATH,MATH 498 610 2022W1,MATH 498 610 2022W1 Co-operative Work Placement III,None,3,Co-op,Inactive,,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,103748,MATH,MATH 499 610 2022W1,MATH 499 610 2022W1 Co-operative Work Placement IV,None,4,Co-op,Inactive,,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,103753,MATH,MATH 532 101 2022W1,MATH 532 101 2022W1 Algebraic Geometry I,"KARU, KALLE",7,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,TBA,TBA,TBA,TBA,
NW,103756,MATH,MATH 544 101 2022W1,MATH 544 101 2022W1 Probability I,"SLADE, GORDON",10,In-Person,Inactive,,,,,,12/11/2022,3:30 PM,TBA,TBA,
NW,103762,MATH,MATH 563 101 2022W1,MATH 563 101 2022W1 Modelling of Cell-Scale Biology,"EDELSTEIN-KESHET, LEAH",15,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,103765,MATH,MATH 602D 101 2022W1,MATH 602D 101 2022W1 Topics in Geometry - TOPICS GEOMETRY,"PICARD, SEBASTIEN",11,In-Person,Active,,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,112041,MICB,MICB 212 101 2022W1,MICB 212 101 2022W1 Introductory Immunology and Virology,"KION, TRACY",270,In-Person,Active,10/05/2022,12:00 PM,In-Person,In-Person,,12/14/2022,3:30 PM,In-Person,In-Person,
,,,,,,,,,11/08/2022,,,,,,,,,
NW,103868,MICB,MICB 322 101 2022W1,MICB 322 101 2022W1 Molecular Microbiology Laboratory,"SIBLEY, JENNIFER",87,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,12/14/2022,12:00 PM,In-Person,In-Person,
NW,103870,MICB,MICB 402 101 2022W1,MICB 402 101 2022W1 Advanced Immunology,"HARDER, KENNETH",40,In-Person,Active,Week of 10/17,TBD,In-Person,In-Person,2 parts: In-Person +,12/19/2022,3:30 PM,In-Person,In-Person,
,,,,,,,,,,,Take-Home,Take-home,Take-home exams,,,,,
NW,103872,MICB,MICB 407 101 2022W1,MICB 407 101 2022W1 Viral Infections in Humans.,"HORWITZ, MARC",34,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,12/09/2022,N/A,Take-home,Take-home,
,,,,,,,,,,,,,,-0.000312354,,,,
NW,103881,MICB,MICB 649 101 2022W1,MICB 649 101 2022W1 Doctoral Dissertation,TBA,13,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,103936,MRNE,MRNE 437 610 2022W1,MRNE 437 610 2022W1 Population and Community Ecology of Marine Organisms,TBA,6,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,104267,PHYS,PHYS 117 101/102 2022W1,PHYS 117 101/102 2022W1 Dynamics and Waves,"IVES, JOSS",468,Multi-access/In-Person,Active,11/17/2022,6:00 PM,In-Person,In-Person,,12/15/2022,8:30 AM,In-Person,In-Person,
,,,,,"REINSBERG, STEFAN",,,,,,,,,,,,,
NW,104277,PHYS,PHYS 131 ALL SECTIONS 2022W1,PHYS 131 ALL SECTIONS 2022W1 Energy and Waves (Lecture),"IQBAL, MOHAMMED",534,In-Person,Active,10/13/2022,6:00 PM,In-Person,In-Person,,12/21/2022,12:00 PM,In-Person,In-Person,
,,,,,"REZAIE, ERFAN",,,,11/17/2022,,,,,,,,,
NW,104282,PHYS,PHYS 157 9AR 2022W1,PHYS 157 9AR 2022W1 Introductory Physics for Engineers I,TBA,0,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,104283,PHYS,PHYS 170 101 2022W1,PHYS 170 101 2022W1 Mechanics I,"MATTISON, THOMAS",274,In-Person,Active,10/20/2022,TBD,TBD,TBD,,12/19/2022,12:00 PM,In-Person,In-Person,
NW,104287,PHYS,PHYS 219 ALL LABS 2022W1,PHYS 219 ALL LABS 2022W1 Intermediate Experimental Physics I,"KIEFL, ROBERT",105,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,,"KOTLICKI, ANDRZEJ",,,,,,,,,,,,,
NW,104290,PHYS,PHYS 298 613 2022W1,PHYS 298 613 2022W1 Co-operative Work Placement I,TBA,6,In-Person,Inactive,,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,104292,PHYS,PHYS 301 101 2022W1,PHYS 301 101 2022W1 Electricity and Magnetism,"ROTTLER, JOERG",127,In-Person,Active,TBD,TBD,In-Person,In-Person,,12/14/2022,8:30 AM,In-Person,In-Person,
,,,,,,,,,TBD,,Gradescope,,,,,,,
NW,104295,PHYS,PHYS 312 101 2022W1,PHYS 312 101 2022W1 Introduction to Mathematical Physics,"KARCZMAREK, JOANNA",40,In-Person,Active,5 tests:,2:00 PM,In-Person,In-Person,,12/16/2022,3:30 PM,In-Person,In-Person,
,,,,,,,,,09/22/2022,,,,,,,,,
,,,,,,,,,10/06/2022,,,,,,,,,
,,,,,,,,,10/20/2022,,,,,,,,,
,,,,,,,,,11/03/2022,,,,,,,,,
,,,,,,,,,11/24/2022,,,,,,,,,
NW,104297,PHYS,PHYS 400/506 101 2022W1,PHYS 400/506 101 2022W1 Introduction to Elementary Particles,"STELZER-CHILTON, OLIVER",26,In-Person,Active,11/15/2022,9:30 AM,In-Person,In-Person,,12/15/2022,3:30 PM,In-Person,In-Person,
NW,104300,PHYS,PHYS 407 101 2022W1,PHYS 407 101 2022W1 Introduction to General Relativity,"ROZALI, MOSHE",41,In-Person,Active,TBD,TBD,Gradescope,TBD,,12/13/2022,3:30 PM,In-Person,In-Person,
NW,104303,PHYS,PHYS 447A 101 2022W1,PHYS 447A 101 2022W1 Advanced Topics in Physics - ADV TPCS PHYS,"KIEFL, ROBERT",0,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,104304,PHYS,PHYS 498 610 2022W1,PHYS 498 610 2022W1 Co-operative Work Placement IV,TBA,6,In-Person,Inactive,,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,104305,PHYS,PHYS 499 611 2022W1,PHYS 499 611 2022W1 Co-operative Work Placement V,TBA,2,In-Person,Inactive,,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,104306,PHYS,PHYS 500 101 2022W1,PHYS 500 101 2022W1 Quantum Mechanics I,"ZHITNITSKY, ARIEL",19,In-Person,Active,TBD,TBD,TBD,TBD,"Syllabus said ""MT in",12/13/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,,,,,"October"" but not specified",,,,,
NW,104307,PHYS,PHYS 502 101 2022W1,PHYS 502 101 2022W1 Condensed Matter Physics I,"FRANZ, MARCEL",9,In-Person,Inactive,,,,,,12/16/2022,8:30 AM,TBA,TBA,
NW,104309,PHYS,PHYS 505 101 2022W1,PHYS 505 101 2022W1 Nuclear Physics,"BEHR, JOHN",0,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,104312,PHYS,PHYS 526 101 2022W1,PHYS 526 101 2022W1 Quantum Field Theory I,"SEMENOFF, GORDON WALTER",10,In-Person,Active,TBD,TBD,TBD,TBD,,12/19/2022,12:00 PM,TBA,TBA,
NW,104317,PHYS,PHYS 549 101 2022W1,PHYS 549 101 2022W1 Master's Thesis,TBA,5,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,104325,PHYS,PHYS 649 101 2022W1,PHYS 649 101 2022W1 Doctoral Dissertation,TBA,6,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,104491,RES,RES 500B 101 2022W1,RES 500B 101 2022W1 Resource and Environmental Workshop - RESRCE&ENV WKSHP,TBA,0,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,104493,RES,RES 500H 201 2022W1,RES 500H 201 2022W1 Resource and Environmental Workshop - RESRCE&ENV WKSHP,"BOYD, DAVID",4,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,104496,RES,RES 510 101 2022W1,RES 510 101 2022W1 Social Ecological Systems,"KREMEN, CLAIRE",18,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,104498,RES,RES 699 101 2022W1,RES 699 101 2022W1 Doctoral Dissertation,TBA,6,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,104540,SCIE,SCIE 113 108 2022W1,SCIE 113 108 2022W1 First-Year Seminar in Science,"MATSUUCHI, LINDA",25,Online,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,104543,SCIE,SCIE 113 111 2022W1,SCIE 113 111 2022W1 First-Year Seminar in Science,"RUEDA BECERRIL, MONTSERRAT",25,In-Person,Active,NO MT,NO MT,NO MT,NO MT,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,104719,STAT,STAT 201 202 2022W1,STAT 201 202 2022W1 Statistical Inference for Data Science,"NGUYEN, LE QUAN",161,In-Person,Active,10/05/2022,4:00 PM,In-Person,In-Person,,12/17/2022,7:00 PM,In-Person,In-Person,
,,,,,"WIJENDRA ACHARIGE, LASANTHA PREMARATHNA",,,,11/07/2022,,,,,,,,,
NW,104720,STAT,STAT 203 103 2022W1,STAT 203 103 2022W1 Statistical Methods,"ISLAM, MD JAHURUL",113,In-Person,Active,10/14/2022,1:00 PM,In-Person,In-Person,,12/11/2022,12:00 PM,In-Person,In-Person,
,,,,,"YU, HOI YIN EUGENIA",,,,11/18/2022,,,,,,,,,
NW,114969,STAT,STAT 203 T1E 2022W1,STAT 203 T1E 2022W1 Statistical Methods,"ISLAM, MD JAHURUL",15,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,104726,STAT,STAT 306 101 2022W1,STAT 306 101 2022W1 Finding Relationships in Data,"DUNHAM, BRUCE",62,In-Person,Active,10/27/2022,8:00 AM,In-Person,In-Person,,12/17/2022,8:30 AM,In-Person,In-Person,
NW,106895,STAT,STAT 321 201 2022W1,STAT 321 201 2022W1 Stochastic Signals and Systems,"LEUNG, CYRIL",61,In-Person,Active,10/21/2022,1:00 PM,In-Person,In-Person,,12/20/2022,12:00 PM,In-Person,In-Person,
,,,,,"NOLDE, NATALIA",,,,,,,,,,,,,
NW,104727,STAT,STAT 344 101 2022W1,STAT 344 101 2022W1 Sample Surveys,"WU, LANG",139,In-Person,Active,10/28/2022,2:00 PM,In-Person,In-Person,,12/12/2022,3:30 PM,In-Person,In-Person,
NW,104730,STAT,STAT 404 101 2022W1,STAT 404 101 2022W1 Design and Analysis of Experiments,"CHEN, JIAHUA",112,In-Person,Active,10/20/2022,3:30 PM,In-Person,In-Person,,12/13/2022,3:30 PM,In-Person,In-Person,
NW,104733,STAT,STAT 498 101 2022W1,STAT 498 101 2022W1 Co-operative Work Placement III,TBA,4,In-Person,Inactive,,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,104734,STAT,STAT 499 101 2022W1,STAT 499 101 2022W1 Co-operative Work Placement IV,TBA,5,In-Person,Inactive,,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,113013,STAT,STAT 520B 201 2022W1,STAT 520B 201 2022W1 Topics in Bayesian Analysis and Decision Theory - VARIATIONALBAYES,"CAMPBELL, TREVOR",18,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,104745,STAT,STAT 599 101 2022W1,STAT 599 101 2022W1 Co-operative Work Placement II,TBA,4,In-Person,Inactive,,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,104964,ZOOL,ZOOL 500B 101 2022W1,ZOOL 500B 101 2022W1 Directed Studies in Zoology - DST IN ZOOLOGY,TBA,0,In-Person,Inactive,,,,,,TBA,TBA,TBA,TBA,
NW,102553,EOSC,EOSC 399 101 2022W1,EOSC 399 101 2022W1 Co-operative Work Placement II,TBA,8,In-Person,Inactive,,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,104311,PHYS,PHYS 509C 101 2022W1,PHYS 509C 101 2022W1 Theory of Measurements - MEASUREMNT THEOR,"OSER, SCOTT",13,In-Person,Active,10/13/2022,2:00 PM,In-Person,In-Person,,TBA,TBA,Canvas quiz/assignment,N/A,Take-home
SL,102538,EOSC,EOSC 220 101 2022W1,EOSC 220 101 2022W1 Introductory Mineralogy,"PORRITT, LUCY",66,In-Person,Active,10/13/2022,1:00 PM,In-Person,In-Person,,12/17/2022,8:30 AM,In-Person,In-Person,
SL,101359,CHEM,CHEM 405/516A 110 2022W1,CHEM 405/516A 110 2022W1 Biophysical Chemistry,"STRAUS, SUZANA",27,In-Person,Active,10/14/2022,10:00 AM,TBA,In-Person,,12/13/2022,12:00 PM,In-Person,In-Person,
SL,103736,MATH,MATH 422/501 101 2022W1,MATH 422/501 101 2022W1 Fields and Galois Theory,"RAMDORAI, SUJATHA",13,In-Person,Active,10/14/2022,2:00 PM,In-Person,In-Person,,12/17/2022,12:00 PM,In-Person,In-Person,
SL,101895,CPSC,CPSC 421 101 2022W1,CPSC 421 101 2022W1 Introduction to Theory of Computing,"HARVEY, NICHOLAS",75,In-Person,Inactive,10/18/2022,12:30 PM,TBA,In-Person,https://www.cs.ubc.ca/~nickhar/F22/,12/15/2022,12:00 PM,In-Person,In-Person,
SL,103871,MICB,MICB 405 101 2022W1,MICB 405 101 2022W1 Bioinformatics,"HIRST, MARTIN",63,In-Person,Active,10/18/2022,12:30 PM,TBA,In-Person,,12/17/2022,3:30 PM,In-Person,In-Person,
,,,,,"WONG, DONALD",,,,,,,,,,,,,
SL,114746,EOSC,EOSC 474 101 2022W1,EOSC 474 101 2022W1 Marine Pollution,"ORIANS, KRISTIN",151,In-Person,Active,10/18/2022,9:30 AM,Canvas + Lockdown Browser / In-Person,In-Person,,12/22/2022,7:00 PM,Canvas quiz + LockDown Browser,In-Person,
,,,,,"VER, LEAH MAY",,,,,,,,,,,,,
SL,103721,MATH,MATH 319 101 2022W1,MATH 319 101 2022W1 Introduction to Real Analysis,"RECHNITZER, ANDREW",26,In-Person,Active,10/19/2022,12:00 PM,In-Person,In-Person,,12/13/2022,8:30 AM,In-Person,In-Person,
SL,103727,MATH,MATH 344 101 2022W1,MATH 344 101 2022W1 Mathematical Game Theory,"ANGEL, OMER",80,In-Person,Active,10/20/2022,12:30 PM,In-Person,In-Person,,12/16/2022,12:00 PM,In-Person,In-Person,
SL,101367,CHEM,CHEM 473 188 2022W1,CHEM 473 188 2022W1 Structure Determination and Reaction Analysis,"BRUMER, HARRY",14,In-Person,Active,10/20/2022,8:00 AM,TBA,In-Person,,12/20/2022,12:00 PM,In-Person,In-Person,
SL,101113,BIOL,BIOL 300 101/102 2022W1,BIOL 300 101/102 2022W1 Fundamentals of Biostatistics,"BAZZICALUPO, ANNA",346,In-Person,Active,10/20/2022,2:00 PM / 8:00 AM,In-Person,In-Person,,12/12/2022,7:00 PM,In-Person,In-Person,
,,,,,"WHITLOCK, MICHAEL",,,,,,,,,,,,,
SL,101095,BIOL,BIOL 111 102 2022W1,BIOL 111 102 2022W1 Introduction to Modern Biology,"ELLIS, SHONA MARGARET",168,Hybrid,Active,10/20/2022,12:30 PM,In-Person,In-Person,,12/14/2022,3:30 PM,In-Person,In-Person,
,,,,,"MILSOM, WILLIAM",,,,,,,,,,,,,
SL,101094,BIOL,BIOL 111 101 2022W1,BIOL 111 101 2022W1 Introduction to Modern Biology,"ELLIS, SHONA MARGARET",215,In-Person,Active,10/20/2022,8:00 AM,In-Person,In-Person,,12/14/2022,3:30 PM,In-Person,In-Person,
,,,,,"MILSOM, WILLIAM",,,,,,,,,,,,,
SL,101121,BIOL,BIOL 331 101 2022W1,BIOL 331 101 2022W1 Developmental Biology,"LEE, STELLA",71,In-Person,Active,10/21/2022,10:00 AM,In-Person,In-Person,,12/16/2022,3:30 PM,In-Person,In-Person,
SL,103722,MATH,MATH 320 101 2022W1,MATH 320 101 2022W1 Real Variables I,"BACHMANN, SVEN",66,In-Person,Active,10/21/2022,9:00 AM,In-Person,In-Person,,12/14/2022,12:00 PM,In-Person,In-Person,
SL,103684,MATH,MATH 215/MATH 255 ALL SECTIONS 2022W1,MATH 215/MATH 255 ALL SECTIONS 2022W1 Elementary Differential Equations I,"WACHS, ANTHONY",330,In-Person,Active,10/21/2022,TBA,In-Person,In-Person,,12/14/2022,8:30 AM,In-Person,In-Person,
,,,,,"LOEWEN, PHILIP",,,,,,,,,,,,,
SL,103724,MATH,MATH 340 101 2022W1,MATH 340 101 2022W1 Introduction to Linear Programming,"HEITZ, MATTHIEU",108,In-Person,Active,10/21/2022,2:00 PM,In-Person,In-Person,,12/19/2022,12:00 PM,In-Person,In-Person,
SL,103734,MATH,MATH 418/544 101 2022W1,MATH 418/544 101 2022W1 Probability,"SLADE, GORDON",20,In-Person,Active,10/21/2022,10:00 AM,In-Person,In-Person,,12/11/2022,3:30 PM,In-Person,In-Person,
SL,113307,BIOL,BIOL 200 101/104 2022W1 ,BIOL 200 101/104 2022W1 Fundamentals of Cell Biology,"CHEN, LIANE",576,In-Person,Active,10/25/2022,7:00 PM,In-Person,In-Person,,12/19/2022,12:00 PM,In-Person,In-Person,
,,,,,"LAM, VIVIENNE",,,,,,,,,,,,,
SL,103866,MICB,MICB 302 101 2022W1,MICB 302 101 2022W1 Immunology,"KION, TRACY",209,In-Person,Active,10/26/2022,9:00 AM,TBA,In-Person,,12/20/2022,7:00 PM,In-Person,In-Person,
SL,111813,BIOL,BIOL 453 101 2022W1,BIOL 453 101 2022W1 Insect Physiology,"MATTHEWS, PHILIP",9,In-Person,Active,10/27/2022,9:30 AM,In-Person,In-Person,,12/15/2022,8:30 AM,In-Person,In-Person,
SL,114740,CHEM,CHEM 413/569 199 2022W1,CHEM 413/569 199 2022W1 Bioorganic Chemistry,"TANNER, MARTIN",25,In-Person,Active,10/27/2022,9:30 AM,In-Person,In-Person,,12/14/2022,12:00 PM,In-Person,In-Person,
SL,114845,BIOL,BIOL 180 1G2/1I1 2022W1,BIOL 180 1G2/1I1 2022W1 Thinking Like a Life Scientist,"ZHAO, HAN QI",77,Hybrid/In-Person,Active,10/28/2022,TBA,Canvas Quiz,TBA,,N/A,N/A,N/A,N/A,
,,,,,"STEINWAND, BLAIRE",,,,,,,,,,,,,
,,,,,"SUN, CHIN",,,,,,,,,,,,,
SL,114892,BIOL,BIOL 180 1J2 2022W1,BIOL 180 1J2 2022W1 Thinking Like a Life Scientist,"JOHANNSSON, ORA",40,Hybrid,Active,10/28/2022,TBA,Canvas Quiz,TBA,,N/A,N/A,N/A,N/A,
,,,,,"STEINWAND, BLAIRE",,,,,,,,,,,,,
,,,,,"SUN, CHIN",,,,,,,,,,,,,
SL,101360,CHEM,CHEM 406 101 2022W1,CHEM 406 101 2022W1 Polymer Chemistry,"GATES, DEREK",17,In-Person,Active,10/28/2022,1:00 PM,In-Person,In-Person,,12/12/2022,12:00 PM,In-Person,In-Person,
SL,114849,BIOL,BIOL 180 1I2/1L2 2022W1,BIOL 180 1I2/1L2 2022W1 Thinking Like a Life Scientist,"TRITES, ANDREW",77,Hybrid,Active,10/28/2022,TBA,Canvas Quiz,TBA,,N/A,N/A,N/A,N/A,
,,,,,"STEINWAND, BLAIRE",,,,,,,,,,,,,
,,,,,"SUN, CHIN",,,,,,,,,,,,,
SL,114848,BIOL,BIOL 180 1F2 2022W1,BIOL 180 1F2 2022W1 Thinking Like a Life Scientist,"STEINWAND, BLAIRE",38,Hybrid,Active,10/28/2022,TBA,Canvas Quiz,TBA,,N/A,N/A,N/A,N/A,
,,,,,"SUN, CHIN",,,,,,,,,,,,,
SL,114842,BIOL,BIOL 180 1D1/1G1 2022W1,BIOL 180 1D1/1G1 2022W1 Thinking Like a Life Scientist,"SUN, CHIN",82,In-Person,Active,10/28/2022,TBA,Canvas Quiz,TBA,,N/A,N/A,N/A,N/A,
,,,,,"STEINWAND, BLAIRE",,,,,,,,,,,,,
SL,102540,EOSC,EOSC 321 101 2022W1,EOSC 321 101 2022W1 Igneous Petrology,"KOPYLOVA, MAYA",40,In-Person,Active,11/1/2022,11:00 AM,TBA,In-Person,,12/20/2022,3:30 PM,In-Person,In-Person,
SL,101099,BIOL,BIOL 112 104 2022W1,BIOL 112 104 2022W1 Biology of the Cell,"MOUSSAVI, MARYAM",264,Hybrid,Active,11/1/2022,11:00 AM,In-Person,In-Person,,12/20/2022,8:30 AM,In-Person,In-Person,
,,,,,"SMITH, KAREN",,,,,,,,,,,,,
SL,101883,CPSC,CPSC 320 101/102/103 2022W1,CPSC 320 101/102/103 2022W1 Intermediate Algorithm Design and Analysis,"BELLEVILLE, PATRICE",532,In-Person,Active,11/3/2022,7:00 PM,In-Person,In-Person,,12/13/2022,12:00 PM,In-Person,In-Person,
,,,,,"BRADLEY, SUSANNE",,,,,,,,,,,,,
SL,101351,CHEM,CHEM 330 109 2022W1,CHEM 330 109 2022W1 Advanced Organic Chemistry,"DAKE, GREGORY",49,In-Person,Active,11/7/2022,10:00 AM,In-Person,In-Person,,12/17/2022,3:30 PM,In-Person,In-Person,
SL,101137,BIOL,BIOL 427 101 2022W1,BIOL 427 101 2022W1 Ornithology and Herpetology,"IRWIN, DARREN",42,In-Person,Active,11/7/2022,9:00 AM,In-Person,In-Person,,N/A,N/A,N/A,N/A,
SL,101307,CHEM,CHEM 111 112 2022W1,"CHEM 111 112 2022W1 Structure, Bonding, and Equilibrium in Chemistry","YANG, JIANXIONG",159,In-Person,Active,11/16/2022,6:00 PM,"TBA, Gradescope",TBA,,12/13/2022,3:30 PM,In-Person,In-Person,
SL,101319,CHEM,CHEM 154 111 2022W1,CHEM 154 111 2022W1 Chemistry for Engineering,"BURKE, SARAH",207,Hybrid,Active,11/16/2022,7:00 PM,In-Person,In-Person,,12/21/2022,8:30 AM,In-Person,In-Person,
SL,101864,CPSC,CPSC 210 101/102/103/104 2022W1,CPSC 210 101/102/103/104 2022W1 Software Construction,"GRUND, FELIX",603,In-Person,Active,?,?,?,?,https://pages.github.students.cs.ubc.ca/CPSC210-2022W-T1/CourseOutline-22w1/,12/12/2022,8:30 AM,In-Person,In-Person,
,,,,,"WOLFMAN, STEVEN",,,,,,,,,,,,,
,,,,,"OVEISI-FORDOEI, MEHRDAD",,,,,,,,,,,,,
SL,103676,MATH,MATH 200 ALL 2022W1,MATH 200 ALL 2022W1 Calculus III,"KIM, YOUNG-HEON",901,In-Person,Active,09/28/2022,9:00 AM / 11:00 AM / 1:00 PM,In-Person,In-Person,,12/18/2022,12:00 PM,In-Person,In-Person,
,,,,,"HERMON, JONATHAN",,,,09/29/2022,9:30 AM / 3:30 PM / 11:00 AM,,,,,,,,
,,,,,"COLLIANDER, JAMES",,,,10/27/2022,9:30 AM / 3:30 PM / 11:00 AM,,,,,,,,
,,,,,"CHAU, ALBERT",,,,10/28/2022,9:00 AM / 11:00 AM / 1:00 PM,,,,,,,,
,,,,,"BRUCE, BENJAMIN",,,,11/29/2022,9:30 AM / 3:30 PM / 11:00 AM,,,,,,,,
,,,,,,,,,11/30/2022,9:00 AM / 11:00 AM / 1:00 PM,,,,,,,,
SL,103711,MATH,MATH 300 101 2022W1,MATH 300 101 2022W1 Introduction to Complex Variables,"DEMIRBAS, SECKIN",98,In-Person,Active,09/28/2022,11:00 AM,In-Person,In-Person,,12/17/2022,7:00 PM,In-Person,In-Person,
,,,,,,,,,10/19/2022,11:00 AM,,,,,,,,
,,,,,,,,,11/16/2022,11:00 AM,,,,,,,,
SL,102550,EOSC,EOSC 372 101 2022W1,EOSC 372 101 2022W1 Introductory Oceanography: Circulation and Plankton,"MALDONADO-PAREJA, MARIA",157,In-Person,Active,09/28/2022,12:00 PM,In-Person,In-Person,,12/14/2022,3:30 PM,In-Person,In-Person,
,,,,,"ORIANS, KRISTIN",,,,10/28/2022,12:00 PM,,,,,,,,
,,,,,"PAWLOWICZ, RICHARD",,,,11/23/2022,12:00 PM,,,,,,,,
SL,103705,MATH,MATH 256 ALL 2022W1,MATH 256 ALL 2022W1 Differential Equations,"MACKAY, LAURENT",362,In-Person,Active,10/03/2022,12:00 PM,"In-Person, Gradescope",In-Person,,12/20/2022,12:00 PM,In-Person,In-Person,
,,,,,"FRIGAARD, IAN",,,,11/04/2022,12:00 PM,,,,,,,,
,,,,,"ZARE BEZGABADI, MARJAN",,,,,,,,,,,,,
SL,102025,DSCI,DSCI 100 ALL 2022W1,DSCI 100 ALL 2022W1 Introduction to Data Science,"NGUYEN, LE QUAN",719,In-Person,Active,10/05/2022,4:00 PM,Canvas Quiz,In-Person,,12/18/2022,3:30 PM,Canvas quiz,In-Person,
,,,,,"CAMPBELL, TREVOR",,,,10/06/2022,3:30 PM / 11:00 AM / 8:00 AM,,,,,,,,
,,,,,"OSTBLOM, JOEL",,,,11/07/2022,4:00 PM,,,,,,,,
,,,,,"CHEN, DANIEL",,,,11/08/2022,3:30 PM / 11:00 AM / 8:00 AM,,,,,,,,
,,,,,,,,,TBA,TBA,,,,,,,,
,,,,,,,,,TBA,TBA,,,,,,,,
SL,104723,STAT,STAT 301 101 2022W1,STAT 301 101 2022W1 Statistical Modelling for Data Science,"COHEN FREUE, GABRIELA",169,In-Person,Active,10/06/2022,12:30 PM,Canvas Quiz,In-Person,,12/16/2022,12:00 PM,Canvas quiz,In-Person,
,,,,,,,,,11/03/2022,12:30 PM,,,,,,,,
SL,101325,CHEM,CHEM 233 ALL SECTIONS 2022W1,CHEM 233 ALL SECTIONS 2022W1 Organic Chemistry for the Biological Sciences,"SHERMAN, JOHN",1261,In-Person,Active,10/06/2022,7:00 PM,"In-Person, Gradescope",In-Person,,12/13/2022,3:30 PM,In-Person,In-Person,
,,,,,"REID, JOLENE",,,,11/03/2022,7:00 PM,,,,,,,,
,,,,,"RAHEEM, NIGARE",,,,,,,,,,,,,
SL,102535,EOSC,EOSC 210 101 2022W1,EOSC 210 101 2022W1 Earth Science for Engineers,"EBERHARDT, ERIK",224,In-Person,Active,10/06/2022,11:00 AM,TBA,In-Person,,12/13/2022,12:00 PM,In-Person,In-Person,
,,,,,"HOLLINGSHEAD, SUSAN",,,,11/03/2022,11:00 AM,,,,,,,,
SL,101102,BIOL,BIOL 121 123 2022W1,"BIOL 121 123 2022W1 Genetics, Evolution and Ecology","COUCH, BRETT",201,In-Person,Active,10/07/2022,1:00 PM,"In-Person, Gradescope",In-Person,,12/19/2022,8:30 AM,In-Person,In-Person,
,,,,,"CLARKSTON, BRIDGETTE",,,,11/02/2022,1:00 PM,,,,,,,,
,,,,,"NORMAN, LYNN",,,,,,,,,,,,,
SL,101104,BIOL,BIOL 121 125 2022W1,"BIOL 121 125 2022W1 Genetics, Evolution and Ecology","MCKOWN, ATHENA",46,In-Person,Active,10/07/2022,9:00 AM,In-Person,In-Person,,12/19/2022,8:30 AM,In-Person,In-Person,
,,,,,"CLARKSTON, BRIDGETTE",,,,11/04/2022,9:00 AM,,,,,,,,
,,,,,"NORMAN, LYNN",,,,,,,,,,,,,
SL,103865,MICB,MICB 301 101 2022W1,MICB 301 101 2022W1 Microbial Ecophysiology,"ELTIS, LINDSAY",119,In-Person,Active,10/07/2022,10:00 AM,In-Person,In-Person,,12/22/2022,3:30 PM,In-Person,In-Person,
,,,,,"MOHN, WILLIAM",,,,11/07/2022,10:00 AM,,,,,,,,
