LTR,CANVAS ID,DEPT,COURSE,NAME,Instructor(s),# Students,Mode,Status,MT Date(s),MT Time(s),MT LT,MT Invig LT,MT Notes,FE Date,FE Time ,FE LT,FE Invig LT,FE Notes
,,,,,"LEVENICK, JENNIFER",,,,,,,,,,,,,
,,,,,"ZAWADZKI, WOJCIECH",,,,,,,,,,,,,
HT,112664,EOSC,EOSC 538 101 2022W1,EOSC 538 101 2022W1 Diamond Exploration,,,,,,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,113798,EOSC,EOSC 543 102 2022W1,EOSC 543 102 2022W1 Topics in Solid Earth Sciences,"SAYLOR, JOEL EDWARD",0,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,102575,EOSC,EOSC 549 101 2022W1,EOSC 549 101 2022W1 Master's Thesis,N/A,48,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,112666,EOSC,EOSC 575 101 2022W1,EOSC 575 101 2022W1 The Biology and Ecology of Marine Zooplanktonic Organisms,"PAKHOMOV, YEVHENII",2,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,112667,EOSC,EOSC 578 101 2022W1,EOSC 578 101 2022W1 Seminal Papers in Biological Oceanography,N/A,0,,,,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,102578,EOSC,EOSC 595B 101 2022W1,EOSC 595B 101 2022W1 Directed Studies - DIRECTED STUDIES,TBA,10,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,102750,FISH,FISH 520 001 2022W1,"FISH 520 001 2022W1 Fisheries Conservation, Governance, and Evaluation",N/A,,,,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,102751,FISH,FISH 549A 101 2022W1,FISH 549A 101 2022W1 Master's Thesis - MASTERS THESIS,TBA,1,No Meetings,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,102752,FISH,FISH 549B 101 2022W1,FISH 549B 101 2022W1 Master's Thesis - MASTERS THESIS,TBA,25,No Meetings,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,102753,FISH,FISH 699 101 2022W1,FISH 699 101 2022W1 Doctoral Dissertation,TBA,23,No Meetings,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,103271,ISCI,ISCI 350 101 2022W1,ISCI 350 101 2022W1 Darwinian Medicine,"AVILES, LETICIA",41,In-Person,Active,NO MT,,,,,12/11/2022,15:30 PM,In-Person,In-Person,
HT,103272,ISCI,ISCI 360 101 2022W1,ISCI 360 101 2022W1 Systems Approaches to Regional Sustainability,"GABRIEL, DENISE",76,In-Person,Active,10/26/2022,13:00,NONE,In-Person,,12/14/2022,19:00,In-Person,In-Person,
HT,103273,ISCI,ISCI 398 101 2022W1,ISCI 398 101 2022W1 Co-operative Work Placement I,TBA,16,No Meetings,Active,10/17/2022,16:00,NONE,In-Person,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,,,,,,TBA,TAKE HOME,CANVAS,Online,,,,,,
HT,103276,ISCI,ISCI 448A 101 2022W1,ISCI 448A 101 2022W1 Directed Studies - DIRECTED STUDIES,TBA,4,No Meetings,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,103277,ISCI,ISCI 448B 101 2022W1,ISCI 448B 101 2022W1 Directed Studies - DIR STUDIES,TBA,1,No Meetings,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,103656,MATH,MATH 100A ALL 2022W1,MATH 100A ALL 2022W1 Differential Calculus with Applications,"WACHS, ANTHONY",,In-Person,Active,NO MT,,,,,12/16/2022,15:30:00,In-Person,In-Person,
,,,,,"USMAN, MNUHAMMAD",,,,,,,,,,,,,
,,,,,"MACLEAN, MARK THOMSON",,,,,,,,,,,,,
,,,,,"YEAGER, ELYSE",,,,,,,,,,,,,
,,,,,"CYTRYNBAUM, ERIC",,,,,,,,,,,,,
,,,,,"HARRINGTON, PETER",,,,,,,,,,,,,
,,,,,"WETTON, BRIAN",,,,,,,,,,,,,
,,,,,"SILBERMAN, LIOR",,,,,,,,,,,,,
HT,103671,MATH,MATH 120 101 2022W1,MATH 120 101 2022W1 Honours Differential Calculus,"MARTIN, GREGORY",64,In-Person,Active,NO MT,,,,,12/17/2022,08:30,In-Person,In-Person,
HT,103673,MATH,MATH 120 9AR 2022W1,MATH 120 9AR 2022W1 Honours Differential Calculus,n/a,,No Meetings,Active,,,,,,12/17/2022,08:30,In-Person,In-Person,
HT,103675,MATH,MATH 190 101 2022W1,MATH 190 101 2022W1 Calculus Survey,"LIU, KEQIN",76,In-Person,Active,10/14/2022,10:00,NONE,In-Person,,12/14/2022,08:30,In-Person,In-Person,
,,,,,,,,,11/18/2022,10:00,,,,,,,,
HT,114833,MATH,MATH 220 ALL SECTIONS 2022W1,MATH 220 ALL SECTIONS 2022W1 Mathematical Proof,"YEAGER, ELYSE",77,In-Person,Active,10/19/2022,12:00,NONE,In-Person,,12/15/2022,12:00,In-Person,In-Person,
HT,103698,MATH,MATH 221 106 2022W1,MATH 221 106 2022W1 Matrix Algebra,"RAMDORAI, SUJATHA",99,In-Person,Inactive,,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,103699,MATH,MATH 223 101 2022W1,MATH 223 101 2022W1 Linear Algebra,"ROBEVA, ELINA",60,In-Person,Active,two midterms,,,,,12/11/2022,19:00,In-Person,In-Person,
,,,,,,,,,date TBA,,,,,,,,,
HT,103708,MATH,MATH 257/316 ALL 2022W1,MATH 257/316 ALL 2022W1 Partial Differential Equations,"PIERCE, ANTHONY",48,In-Person,Active,10/19/20922,09:00,NONE,In-Person,,12/19/2022,15:30,In-Person,In-Person,
,,,,,,,,,11/23/2022,09:00,,,,,,,,
HT,103712,MATH,MATH 302 101/102 2022W1,MATH 302 101/102 2022W1 Introduction to Probability,"RICHEY, JACOB",100,In-Person,Active,10/21/2022,TBA,NONE,In-Person,,12/16/2022,12:00,In-Person,In-Person,
,,,,,,,,,(TENTATIVE),,,,,,,,,
HT,103726,MATH,MATH 342 101 2022W1,MATH 342 101 2022W1 Algebra and Coding Theory,"KARU, KALLE",54,In-Person,Active,10/13/2022,12:30,NONE,In-Person,,12/16/2022,12:00,In-Person,In-Person,
,,,,,,,,,11/17/2022,12:30,,,,,,,,
HT,103728,MATH,MATH 361 101 2022W1,MATH 361 101 2022W1 Introduction to Mathematical Biology,"CYTRYNBAUM, ERIC",72,In-Person,Active,OCT17/21,TBA,NONE,In-Person,,12/12/2022,15:20,In-Person,In-Person,
,,,,,,,,,date tba,,,,,,,,,
HT,103729,MATH,MATH 400 101 2022W1,MATH 400 101 2022W1 Applied Partial Differential Equations,"WEI, JUNCHENG",48,In-Person,Active,10/07/2022,09:00,NONE,In-Person,,12/12/2022,19:00,In-Person,In-Person,
,,,,,,,,,11/14/2022,09:00,,,,,,,,
HT,103731,MATH,MATH 405 101 2022W1,MATH 405 101 2022W1 Numerical Methods for Differential Equations,"ORTNER, CHRISTOPH",30,In-Person,Active,10/28/2022,10:00,NONE,In-Person,,12/15/2022,08:30,In-Person,In-Person,
HT,103738,MATH,MATH 426 101 2022W1,MATH 426 101 2022W1 Introduction to Topology,"WILLIAMS, THOMAS",7,In-Person,Active,DATE TBA,,,,,12/14/2022,15:30,In-Person,In-Person,
HT,103742,MATH,MATH 446 101 2022W1,MATH 446 101 2022W1 Topics in the History of Mathematics I,"PICCOLO, COSTANZA",21,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,103745,MATH,MATH 449D 103 2022W1,MATH 449D 103 2022W1 Honours Reading - HONOURS READING,"RAMDORAI, SUJATHA",1,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,103746,MATH,MATH 450 101 2022W1,MATH 450 101 2022W1 Asymptotic and Perturbation Methods,"BALMFORTH, NEIL",1,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,112330,MATH,MATH 512 101 2022W1,MATH 512 101 2022W1 Quantum Theory,"BACHMANN, SVEN",6,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,103754,MATH,MATH 537 101 2022W1,MATH 537 101 2022W1 Elementary Number Theory,"GHIOCA, DRAGOS",0,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,103758,MATH,MATH 549B 005 2022W1,MATH 549B 005 2022W1 Thesis for Master's Degree - MASTERS THESIS,TBA,13,No Meetings,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,103759,MATH,MATH 550 101 2022W1,MATH 550 101 2022W1 Methods of Asymptotic Analysis,"BALMFORTH, NEIL",8,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,115026,MATH,MATH 600D 101 2022W1,MATH 600D 101 2022W1 Topics in Algebra - TOPICS IN ALGBRA,"REICHSTEIN, ZINOVY",1,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,112031,MATH,MATH 605D 101 2022W1,MATH 605D 101 2022W1 Topics in Applied Mathematics - TPC APPLIED MATH,"ROBEVA, ELINA",8,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,112040,MICB,MICB 211 101 2022W1,MICB 211 101 2022W1 Foundations of Microbiology,"CROWE, SEAN",216,In-Person,Active,10/06/2022,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,,"SUN, EVELYN",,,,11/03/2022,,,,,,,,,
HT,103869,MICB,MICB 398 610 2022W1,MICB 398 610 2022W1 Co-operative Work Placement I,TBA,20,No Meetings,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,113852,MICB,MICB 399 610 2022W1,MICB 399 610 2022W1 Co-operative Work Placement II,TBA,31,No Meetings,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,103877,MICB,MICB 499 610 2022W1,MICB 499 610 2022W1 Co-operative Work Placement IV,TBA,9,No Meetings,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,103878,MICB,MICB 505 101 2022W1,MICB 505 101 2022W1 Molecular Microbiology,n/a,,,Inactive,,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,112798,MICB,MICB 506A 102 2022W1,MICB 506A 102 2022W1 Microbiological and Immunological Research - MICB&IMMUN RSRCH,"JOHNSON, PAULINE",27,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,103879,MICB,MICB 507 101 2022W1,MICB 507 101 2022W1 Topics in Molecular Pathogenesis and Immunology,"MAGNES, AMEE",11,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,,"MOHN, WILLIAM",,,,,,,,,,,,,
,,,,,"STEINER, THEODORE",,,,,,,,,,,,,
,,,,,"TURVEY, STUART",,,,,,,,,,,,,
HT,103935,MRNE,MRNE 425 610 2022W1,MRNE 425 610 2022W1 Ecological Adaptations of Seaweeds,TBA,6,No Meetings,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,103937,MRNE,MRNE 480 610 2022W1,MRNE 480 610 2022W1 Seminars and Papers in Marine Science,TBA,6,No Meetings,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,104024,NSCI,NSCI 200 001 2022W1,NSCI 200 001 2022W1 Fundamentals of Cellular and Molecular Neuroscience,"O'CONNOR, TIMOTHY",147,In-Person,Active,10/04/2022,09:00,NONE,In-Person,,12/14/2022,15:30,In-Person,In-Person,
,,,,,"O'NEILL, ANGELA",,,,11/08/2022,09:00,,,,,,,,
HT,112934,PHYS,PHYS 100 9AR 2022W1,PHYS 100 9AR 2022W1 Introductory Physics,"LITINSKAYA, MARINA",221,In-Person,Active,DATE TBA,,,,,12/17/2022,15:30,In-Person,In-Person,
HT,104263,PHYS,PHYS 100 ALL SECTIONS 2022W1,PHYS 100 ALL SECTIONS 2022W1 Introductory Physics,N/A,,In-Person,Active,DATE TBA,,,,,12/17/2022,15:30,In-Person,In-Person,
HT,104269,PHYS,PHYS 117 V01/V02 2022W1,PHYS 117 V01/V02 2022W1 Dynamics and Waves,"IVES, JOSS",329,In-Person,Active,11/17/2022,11:00,NONE,In-Person,,12/15/2022,08:30,In-Person,In-Person,
HT,104280,PHYS,PHYS 157 ALL SECTIONS 2022W1,PHYS 157 ALL SECTIONS 2022W1 Introductory Physics for Engineers I,"DIERKER, STEVEN",293,In-Person,Active,10/11/2022,19:00,NONE,In-Person,,12/12/2022,08:30,In-Person,In-Person,
,,,,,"RAUSSENDORF, ROBERT",,,,11/16/2022,19:00,,,,,,,,
HT,104284,PHYS,PHYS 200 101 2022W1,PHYS 200 101 2022W1 Relativity and Quanta,"LISTER, ALISON",148,In-Person,Active,10/12/2022,12:30,NONE,In-Person,,12/20/2022,08:30,In-Person,In-Person,
HT,104285,PHYS,PHYS 210 ALL SECTIONS 2022W1,PHYS 210 ALL SECTIONS 2022W1 Introduction to Computational Physics,"IVES, JOSS",33,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,104293,PHYS,PHYS 304 101 2022W1,PHYS 304 101 2022W1 Introduction to Quantum Mechanics,"YE, ZILIANG",73,In-Person,Active,DATE TBA,,,,,12/21/2022,12:00,In-Person,In-Person,
HT,104294,PHYS,PHYS 309 101 2022W1,PHYS 309 101 2022W1 Electrical Laboratory,"FOLK, JOSHUA",45,In-Person,Active,DATE TBA,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,104299,PHYS,PHYS 405/536 101 2022W1,PHYS 405/536 101 2022W1 Radiation Biophysics,"KORBELIK, MLADEN",18,In-Person,Active,11/9/2022,TBA,,,,12/18/2022,12:00,In-Person,In-Person,
,,,,,"MINCHINTON, ANDREW",,,,,,,,,,,,,
,,,,,"MOISEENKO, VITALI",,,,,,,,,,,,,
,,,,,"REINSBERG, STEFAN",,,,,,,,,,,,,
,,,,,"SMITH, CRAIG",,,,,,,,,,,,,
HT,104301,PHYS,PHYS 409A 101 2022W1,PHYS 409A 101 2022W1 Experimental Physics - EXPTL PHYSICS,"FRANKE, BEATRICE",12,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,,"LEVY DE CASTRO, FRANCISCO",,,,,,,,,,,,,
,,,,,"MADISON, KIRK",,,,,,,,,,,,,
HT,104302,PHYS,PHYS 410 101 2022W1,PHYS 410 101 2022W1 Computational Physics,"CHOPTUIK, MATTHEW",61,In-Person,Active,NO MT,,,,,12/12/2022,08:30,In-Person,In-Person,
HT,104316,PHYS,PHYS 546 101 2022W1,PHYS 546 101 2022W1 Clinical Experience in Medical Physics ,TBA,0,,Inactive,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,104324,PHYS,PHYS 599A 101 2022W1,PHYS 599A 101 2022W1 M.A.Sc. Thesis - MASC THESIS,"HINSHAW, GARY",2,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,104494,RES,RES 504 101 2022W1,RES 504 101 2022W1 Survey Design in Interdisciplinary Environmental Social Science,"SATTERFIELD, THERESA",15,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,104495,RES,RES 505 101 2022W1,RES 505 101 2022W1 Qualitative Methods in Interdisciplinary Contexts,"HARRIS, LEILA",10,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,109875,RES,RES 520/PPGA 2022W1,"RES 520/PPGA 584 2022W1 Climate Change: Science, Technology and Sustainable Development","KANDLIKAR, MILIND",12,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,104497,RES,RES 599 101 2022W1,RES 599 101 2022W1 Master's Thesis,TBA,28,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,100569,CHEM,SANDBOX CHEM 120/121 ALL LECTURES 2022W1,SANDBOX CHEM 120/121 ALL LECTURES 2022W1,TBA,180,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,104541,SCIE,SCIE 113 109 2022W1,SCIE 113 109 2022W1 First-Year Seminar in Science,"DONNELLY, CAITLYN",25,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,,"TURLEY, MICHAEL",,,,,,,,,,,,,
HT,104542,SCIE,SCIE 113 110 2022W1,SCIE 113 110 2022W1 First-Year Seminar in Science,"BURR, BENJAMIN",25,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,104544,SCIE,SCIE 113 112 2022W1,SCIE 113 112 2022W1 First-Year Seminar in Science,"FEELEY, MICHAEL",24,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,104545,SCIE,SCIE 113 113 2022W1,SCIE 113 113 2022W1 First-Year Seminar in Science,"PRUD'HOMME-GENEREUX, ANNIE",25,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,104546,SCIE,SCIE 113 114 2022W1,SCIE 113 114 2022W1 First-Year Seminar in Science,"GRAVES, MARCIA",25,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,104547,SCIE,SCIE 113 115 2022W1,SCIE 113 115 2022W1 First-Year Seminar in Science,"PRUD'HOMME-GENEREUX, ANNIE",23,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,104717,STAT,STAT 200 101/103 2022W1,STAT 200 101/103 2022W1 Elementary Statistics for Applications,"BURR, BENJAMIN",262,In-Person,Active,10/29/2022,09:00,NONE,In-Person,,12/21/2022,15:30,In-Person,NEW Quizzes ?,https://canvas.ubc.ca/courses/104717/pages/update-before-publishing-final-exam?module_item_id=4803865
,,,,,,,,,,14:00,,,,,,,,
HT,104721,STAT,STAT 251 101 2022W1,STAT 251 101 2022W1 Elementary Statistics,"WIJENDRA ACHARIGE, LASANTHA PREMARATHNA",391,In-Person,Active,10/26/2022,08:00,NONE,In-Person,,12/19/2022,15:30,In-Person,In-Person,
HT,104722,STAT,STAT 300 101 2022W1,STAT 300 101 2022W1 Intermediate Statistics for Applications,"AUGER-METHE, MARIE",170,In-Person,Active,10/17/2022,15:00,NONE,In-Person,,12/22/2022,08:30,In-Person,In-Person,
HT,104731,STAT,STAT 406 101 2022W1,STAT 406 101 2022W1 Methods for Statistical Learning,"MCDONALD, DANIEL",144,In-Person,Active,NO MT,,,,,12/18/2022,19:00,In-Person,In-Person,
HT,104732,STAT,STAT 460/560 101 2022W1,STAT 460/560 101 2022W1 Statistical Inference I,"CHRISTIDIS, ANTHONY-ALEXANDER",20,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,104735,STAT,STAT 538A 101 2022W1,STAT 538A 101 2022W1 Generalized Linear Models - GEN LINEAR MODLS,"COHEN FREUE, GABRIELA",8,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,104737,STAT,STAT 545B 102 2022W1,STAT 545B 102 2022W1 Exploratory Data Analysis - DATA ANALYSIS II,"GAO, LUCY",80,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,104744,STAT,STAT 598 001 2022W1,STAT 598 001 2022W1 Co-operative Work Placement I,TBA,1,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,104965,ZOOL,ZOOL 500D 101 2022W1,ZOOL 500D 101 2022W1 Directed Studies in Zoology - DST IN ZOOLOGY,TBA,2,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,114894,ZOOL,ZOOL 500E 101 2022W1,ZOOL 500E 101 2022W1 Directed Studies in Zoology - DST IN ZOOLOGY,TBA,1,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
HT,104966,ZOOL,ZOOL 549 101 2022W1,ZOOL 549 101 2022W1 M.Sc. Thesis,TBA,41,In-Person,Active,NO MT,,,,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,101108,BIOL,BIOL 205 101 2022W1,BIOL 205 101 2022W1 Comparative Invertebrate Zoology,"LEANDER, BRIAN",250,In-Person,Active,10/14/2022,TBD,Canvas,NO LT,,12/14/2022,12:00 PM,Canvas,NONE,
NW,102539,EOSC,EOSC 315 101 2022W1,EOSC 315 101 2022W1 The Ocean Ecosystem,"LIPSEN, MICHAEL",105,In-Person,Active,10/17/2022,1:00 PM,In-Person,In-Person,,12/19/2022,3:30 PM,In-Person,In-Person,
NW,101136,BIOL,BIOL 421 101/APBI 426 001 2022W1,BIOL 421 101/APBI 426 001 2022W1 Plant-Microbe Interactions,"KRONSTAD, JAMES",35,In-Person,Active,10/19/2022,11:00 AM,In-Person,In-Person,,12/13/2022,8:30 AM,In-Person,In-Person,
NW,101854,CPSC,CPSC 100 101 2022W1,CPSC 100 101 2022W1 Computational Thinking,"BLOK, HENDRIK",148,In-Person,Active,10/19/2022,3:00 PM,In-Person,In-Person,,12/22/2022,8:30 AM,In-Person,In-Person,
NW,101902,CPSC,CPSC 436N 101 2022W1,CPSC 436N 101 2022W1 Topics in Computer Science - NLP,"SHWARTZ, VERED",71,In-Person,Active,10/19/2022,9:30 AM,In-Person,In-Person,,12/18/2022,12:00 PM,In-Person,In-Person,
NW,101115,BIOL,BIOL 301 101 2022W1,BIOL 301 101 2022W1 Biomathematics,"OTTO, SARAH",50,In-Person,Active,10/20/2022,8:00 AM,TBD,TBD,,12/21/2022,8:30 AM,In-Person,Canvas?,
NW,99851,ASTR,ASTR 200 101 2022W1,ASTR 200 101 2022W1 Frontiers of Astrophysics,"MAN, WING SHAN (ALLISON)",95,In-Person,Active,10/24/2022,12:00 PM,In-Person,In-Person,,12/21/2022,8:30 AM,In-Person,In-Person,
NW,113304,BIOL,BIOL 200 101 2022W1,BIOL 200 101 2022W1 Fundamentals of Cell Biology,"CHEN, LIANE",N/A,In-Person,Inactive,10/25/2022,7:00 PM,In-Person,In-Person,,12/19/2022,12:00 PM,In-Person,In-Person,
NW,113305,BIOL,BIOL 200 102 2022W1,BIOL 200 102 2022W1 Fundamentals of Cell Biology,"LAM, VIVIENNE",300,In-Person,Active,10/25/2022,7:00 PM,In-Person,In-Person,,12/19/2022,12:00 PM,In-Person,In-Person,
NW,113306,BIOL,BIOL 200 103 2022W1,BIOL 200 103 2022W1 Fundamentals of Cell Biology,"WONG, DONALD",299,In-Person,Active,10/25/2022,7:00 PM,In-Person,In-Person,,12/19/2022,12:00 PM,In-Person,In-Person,
NW,101122,BIOL,BIOL 336 101 2022W1,BIOL 336 101 2022W1 Fundamentals of Evolutionary Biology,"MADDISON, WAYNE",180,In-Person,Active,10/27/2022,11:00 AM,In-Person,In-Person,,12/13/2022,3:30 PM,In-Person,In-Person,
NW,101344,CHEM,CHEM 304 111 2022W1,CHEM 304 111 2022W1 Fundamentals of Thermodynamics and Statistical Mechanics,"KREMS, ROMAN",177,In-Person,Active,10/27/2022,5:00 PM,In-Person,In-Person,,12/13/2022,12:00 PM,In-Person,In-Person,
NW,101376,CHEM,CHEM 460/560 166 2022W1,CHEM 460/560 166 2022W1 Organic Chemistry: Building Molecules and Understanding Reactivity,"REID, JOLENE",24,In-Person,Active,10/27/2022,11:00 AM,In-Person,In-Person,,12/11/2022,3:30 PM,In-Person,In-Person,
NW,101874,CPSC,CPSC 304 101/102 2022W1,CPSC 304 101/102 2022W1 Introduction to Relational Databases,"POTTINGER, RACHEL",349,In-Person,Active,10/27/2022,Section 101:,In-Person,In-Person,,12/11/2022,3:30 PM,In-Person,In-Person,
,,,,,"WONG, JESSICA",,,,,3:30 PM,,,,,,,,
,,,,,,,,,,Section 102:,,,,,,,,
,,,,,,,,,,12:30 PM,,,,,,,,
NW,101888,CPSC,CPSC 330 102 2022W1,CPSC 330 102 2022W1 Applied Machine Learning,"KOLHATKAR, VARADA",180,In-Person,Active,10/27/2022,11:00 AM,Canvas,NO LT,,12/15/2022,7:00 PM,Canvas,NONE,
NW,114843,BIOL,BIOL 180 1D2/1J1 2022W1,BIOL 180 1D2/1J1 2022W1 Thinking Like a Life Scientist,"VAN WERSCH, SOLVEIG",81,Hybrid/In-Person,Active,10/28/2022,TBD,In-Person,In-Person,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,114863,BIOL,BIOL 180 1N1 2022W1,BIOL 180 1N1 2022W1 Thinking Like a Life Scientist,TBA,0,Online,Inactive,10/28/2022,TBD,TBD,TBD,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,102548,EOSC,EOSC 350 101 2022W1,"EOSC 350 101 2022W1 Environmental, Geotechnical, and Exploration Geophysics I","HEAGY, LINDSEY",36,In-Person,Active,10/28/2022,1:00 PM,In-Person,In-Person,,12/12/2022,3:30 PM,In-Person,In-Person,
NW,99855,ASTR,ASTR 406/506A 101 2022W1,ASTR 406/506A 101 2022W1 High-Energy Astrophysics,"MCIVER, JESSICA",20,In-Person,Active,11/1/2022,9:30 AM,In-Person,In-Person,,12/12/2022,12:00 PM,In-Person,In-Person,
NW,101345,CHEM,CHEM 312 199 2022W1,CHEM 312 199 2022W1 Introduction to Quantum Mechanics and Spectroscopy,"WANG, YAN",66,In-Person,Active,11/3/2022,9:30 AM,In-Person,In-Person,,12/16/2022,3:30 PM,In-Person,In-Person,
NW,101149,BIOL,BIOL 460 101 2022W1,BIOL 460 101 2022W1 Neurobiology of Vision,"ALTSHULER, DOUGLAS",22,In-Person,Active,11/15/2022,9:30 AM,In-Person,In-Person,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
NW,102543,EOSC,EOSC 326 101 2022W1,EOSC 326 101 2022W1 Earth and Life Through Time,"LUKES, LAURA",32,In-Person,Active,09/28/2022,3:00 PM,In-Person,In-Person,,12/18/2022,8:30 AM,In-Person,In-Person,Individual +
,,,,,,,,,10/28/2022,,,,,,,,,Group portion
NW,101893,CPSC,CPSC 404 101 2022W1,CPSC 404 101 2022W1 Advanced Relational Databases,"KNORR, EDWIN MAX",186,In-Person,Active,09/29/2022,3:30 PM,In-Person,In-Person,,12/20/2022,12:00 PM,In-Person,In-Person,
,,,,,,,,,10/25/2022,,,,,,,,,
,,,,,,,,,11/22/2022,,,,,,,,,
NW,101340,CHEM,CHEM 260 109 2022W1,CHEM 260 109 2022W1 Organic Chemistry for Engineers,"RAHEEM, NIGARE",N/A,In-Person,Active,09/29/2022,6:30 PM,In-Person,In-Person,,12/19/2022,8:30 AM,In-Person,In-Person,
,,,,,,,,,11/18/2022,,,,,,,,,
NW,102536,EOSC,EOSC 211 101 2022W1,"EOSC 211 101 2022W1 Computer Methods in Earth, Ocean and Atmospheric Sciences","JOHNSON, CATHERINE",110,In-Person,Active,10/04/2022,11:00 AM,In-Person,In-Person,Individual and,12/6/2022,TBA,TBA,TBA,Individual +
,,,,,,,,,11/03/2022,,,,Group Part,,,,,Group score
