LTR,CANVAS ID,,NAME,Instructor(s),# Students,Mode,Status,MT Date(s),MT Time(s),MT LT,MT Invig LT,MT Notes,FE Date,FE Time ,FE LT,FE Invig LT,FE Notes
SL,105838,CHEM,CHEM 305 211 2022W2 Biophysical Chemistry,"STRAUS, SUZANA",34,In-Person,Active,3/3/2023,11:00 - 12:00,In-Person,In-Person,,,,In-Person,In-Person,
SL,105848,CHEM,CHEM 329 286 2022W2 Research Ethics and Data Analysis Skills,"PERRIN, DAVID",17,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,,,Essay
SL,105852,CHEM,CHEM 355 L23 2022W2 Chemistry Integrated Laboratory,"MONGA, VISHAKHA",31,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,In-Person,In-Person,
SL,105857,CHEM,CHEM 407/503 233 2022W2 Statistical Mechanics in Chemistry,"PATEY, GRENFELL",9,In-Person,Active,3/2/2023,15:30 - 17:00,In-Person,In-Person,,,,In-Person,In-Person,
SL,105861,CHEM,CHEM 417 212 2022W2 Nuclear Chemistry and Radiochemistry,"MACFARLANE, WILLIAM ANDREW",23,In-Person,Active,2/27/2023,12:00 - 13:00,In-Person,In-Person,,,,In-Person,In-Person,
SL,105862,CHEM,CHEM 418/524 209 2022W2 Organometallic Chemistry,"SCHAFER, LAUREL",14,In-Person,Active,3/2/2023,18:30 - 20:00,In-Person,In-Person,,,,In-Person,In-Person,
SL,105863,CHEM,CHEM 434/534 266 2022W2 Principles of Chemical Separation,"CHEN, DAVID",22,In-Person,Active,2/28/2023,11:00 - 12:30,In-Person,In-Person,,,,In-Person,In-Person,
SL,105864,CHEM,CHEM 445B 235 2022W2 Projects in Experimental Chemistry - PROJCTS EXP CHEM,"BUSSIERE, GUILLAUME",8,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"KIL, RICHARD",,,,,,,,,,,,,
,,,,"MONGA, VISHAKHA",,,,,,,,,,,,,
,,,,"RUEDA BECERRIL, MONTSERRAT",,,,,,,,,,,,,
SL,105876,CHEM,CHEM 535A 212 2022W2 Topics in Analytical Chemistry - TPCS ANALYT CHEM,"BERTRAM, ALLAN",13,In-Person,Active,3/3/2023,12:00 - 13:00,In-Person,In-Person,,,,In-Person,In-Person,
SL,113925,CHEM,CHEM 588 201 2022W2 Topics in Chemistry,"LI, HONGBIN",20,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,106004,COGS,COGS 300 002 2022W2 Understanding and Designing Cognitive Systems,"SOSKUTHY, MARTON",71,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,Canvas Classic Quiz,N/A,Take-home final
SL,106005,COGS,COGS 303 003 2022W2 Research Methods in Cognitive Systems,"SAUNDERS, DANIEL",40,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,106342,CPSC,CPSC 100 201 2022W2 Computational Thinking,"LYNOV, VSEVOLOD",174,In-Person,Active,2/28/2023,15:30 - 17:00,Canvas Classic Quiz,In-Person,,,,Canvas Classic Quiz,In-Person,
SL,106343,CPSC,CPSC 103 201/202 2022W2 Introduction to Systematic Program Design,"TOTI, GIULIA",533,In-Person,Active,3/8/2023,19:00 - 21:00,In-Person,In-Person,End time TBA,,,In-Person,In-Person,
,,,,"BLOK, HENDRIK",,,,,,,,,,,,,
SL,106345,CPSC,CPSC 107 201 2022W2 Systematic Program Design,"ALLEN, MEGHAN",170,In-Person,Active,2/13/2023,17:00 - 18:30,Online,In-Person,Computer/programming-based MT,,,Online,In-Person,Computer/programming-based FE
,,,,,,,,3/21/2023,17:00 - 18:30,,,,,,,,
SL,106346,CPSC,"CPSC 110 201/203/V01 2022W2 Computation, Programs, and Programming","KICZALES, GREGOR",543,Hybrid/In-Person,Active,2/7/2023,18:00 - 20:00,Online,In-Person,Computer/programming-based MT,,,Online,In-Person,Computer/programming-based FE
,,,,"OLA, OLUWAKEMI",,,,3/14/2023,18:00 - 20:00,,,,,,,,
SL,106349,CPSC,CPSC 121 201/202/203/204 2022W2 Models of Computation,"TIEN, GEOFFREY",751,In-Person,Active,2/15/2023,18:00 - 19:30,In-Person,In-Person,,,,In-Person,In-Person,
,,,,"BELLEVILLE, PATRICE",,,,3/15/2023,18:00 - 19:30,,,,,,,,
,,,,"MOCHETTI DE MAGALHAES, KARINA",,,,,,,,,,,,,
SL,106352,CPSC,"CPSC 203 201 2022W2 Programming, Problem Solving, and Algorithms","HEEREN, CINDA",106,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,In-Person,In-Person,
SL,106353,CPSC,CPSC 210 201/202/203 2022W2 Software Construction,"WOLFMAN, STEVEN",640,In-Person,Active,2/16/2023,18:30 - 20:00,PrairieTest,In-Person,Unable to access syllabus on GitHub,,,TBA,TBA,
,,,,"ALLEN, MEGHAN",,,,TBA,TBA,,,,,,,,
SL,106356,CPSC,CPSC 213 203/204/205 2022W2 Introduction to Computer Systems,"JOHNSON, JORDON",492,In-Person,Active,1/30/2023 - 2/3/2023,N/A,TBA,In-Person,"Three 1 hour quizzes, students can take at a day and time of their choosing, in-person, held in the Computer Based Test Facility",,,In-Person,In-Person,
,,,,,,,,2/27/2023 - 3/3/2023,N/A,,,,,,,,
,,,,,,,,3/27/2023 - 3/31/2023,N/A,,,,,,,,
SL,106359,CPSC,CPSC 221 201/202/203 2022W2 Basic Algorithms and Data Structures,"HEEREN, CINDA",642,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,,PrairieTest,Self-scheduled
,,,,"MAGLIERY, TOM",,,,,,,,,,,,,
SL,106362,CPSC,CPSC 303 201 2022W2 Numerical Approximation and Discretization,"BUNGER, ALEXANDRA",56,In-Person,Active,3/1/2023,14:00 - 15:00,In-Person,In-Person,,,,In-Person,In-Person,
SL,112179,CPSC,CPSC 304 201/202 2022W2 Introduction to Relational Databases,"NG, RAYMOND TAK-YAN",341,In-Person,Active,2/17/2023,18:00 - 19:30,In-Person,In-Person,,,,In-Person,In-Person,
,,,,"WONG, JESSICA",,,,3/22/2023,18:00 - 19:30,,,,,,,,
SL,106364,CPSC,CPSC 310 201/202/203 2022W2 Introduction to Software Engineering,"BESCHASTNIKH, IVAN",380,Hybrid,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,In-Person,In-Person,
,,,,"GRUND, FELIX",,,,,,,,,,,,,
SL,106365,CPSC,CPSC 312 201 2022W2 Functional and Logic Programming,"POOLE, DAVID",117,In-Person,Active,1/30/2023,12:00 - 13:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,,,,,2/27/2023,12:00 - 13:00,,,,,,,,
,,,,,,,,3/20/2023,12:00 - 13:00,,,,,,,,
SL,106366,CPSC,CPSC 313 203/204 2022W2 Computer Hardware and Operating Systems,"BELLEVILLE, PATRICE",332,In-Person,Active,2/9/2023,17:30 - 19:00,In-Person,In-Person,End time TBA,,,In-Person,In-Person,
,,,,"SELTZER, MARGO",,,,3/23/2023,17:30 - 19:00,,,,,,,,
SL,106368,CPSC,CPSC 314 201 2022W2 Computer Graphics,"VAN DE PANNE, MICHIEL",134,In-Person,Active,2/15/2023,10:00 - 11:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,,,,,3/17/2023,10:00 - 11:00,,,,,,,,
SL,106369,CPSC,CPSC 317 201/202 2022W2 Internet Computing,"HUTCHINSON, NORMAN",322,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,"Five quizzes conducted in the Computer Based Test Facility, students choose their own date and time, test given on computer via PrairieLearn",,,PrairieLearn,,
,,,,"MEHTA, AASTHA",,,,,,,,,,,,,
SL,106371,CPSC,CPSC 319 201 2022W2 Software Engineering Project,"JIM, JERRY",81,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,106372,CPSC,CPSC 320 201/202 2022W2 Intermediate Algorithm Design and Analysis,"HU, ALAN",316,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,In-Person,In-Person,
SL,106374,CPSC,CPSC 322 201 2022W2 Introduction to Artificial Intelligence,"OVEISI-FORDOEI, MEHRDAD",143,In-Person,Active,3/2/2023,14:00 - 15:10,Canvas New Quiz,In-Person,,,,In-Person,In-Person,
SL,106375,CPSC,CPSC 330 201/202/203 2022W2 Applied Machine Learning,"TOTI, GIULIA",320,In-Person,Active,2/15/2023,TBA,Canvas New Quiz,TBA,,,,In-Person,In-Person,
,,,,"LECUYER, MATHIAS",,,,,,,,,,,,,
,,,,"ABDI, AMIR",,,,,,,,,,,,,
SL,106377,CPSC,CPSC 340 201/202 2022W2 Machine Learning and Data Mining,"CLUNE, JEFFREY",184,In-Person,Active,2/27/2023,18:30 - 20:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,"LEHRMANN, ANDREAS",,,,,,,,,,,,,
SL,106379,CPSC,CPSC 344 201 2022W2 Introduction to Human Computer Interaction Methods,"YOON, DONGWOOK",122,In-Person,Active,2/15/2023,15:30 - 17:00,In-Person,In-Person,,,,In-Person,In-Person,
SL,106380,CPSC,CPSC 368 201 2022W2 Databases in Data Science,"WONG, JESSICA",38,In-Person,Active,3/9/2023,14:00 - 15:30,In-Person,In-Person,,,,In-Person,In-Person,
SL,106381,CPSC,CPSC 404 201 2022W2 Advanced Relational Databases,"LAKSHMANAN, LAKS",155,In-Person,Active,2/16/2023,9:30 - 11:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,,,,,3/14/2023,9:30 - 11:00,,,,,,,,
,,,,,,,,3/30/2023,9:30 - 11:00,,,,,,,,
SL,106382,CPSC,CPSC 406 201 2022W2 Computational Optimization,"FRIEDLANDER, MICHAEL",70,In-Person,Active,2/28/2023,11:00 - 12:30,In-Person,In-Person,,,,In-Person,In-Person,
SL,106383,CPSC,CPSC 411 201 2022W2 Introduction to Compiler Construction,"BOWMAN, WILLIAM",89,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,In-Person,In-Person,
SL,106384,CPSC,CPSC 416 201 2022W2 Distributed Systems,"MASON, WILLIAM",79,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,In-Person,In-Person,
SL,106386,CPSC,CPSC 420 201 2022W2 Advanced Algorithms Design and Analysis,"EVANS, WILLIAM",104,In-Person,Active,1/27/2023,13:00 - 14:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,,,,,2/17/2023,13:00 - 14:00,,,,,,,,
,,,,,,,,3/17/2023,13:00 - 14:00,,,,,,,,
,,,,,,,,4/5/2023,13:00 - 14:00,,,,,,,,
SL,106387,CPSC,CPSC 425 201 2022W2 Computer Vision,"SIGAL, LEONID",137,In-Person,Active,2/27/2023,15:30 - 17:00,In-Person,In-Person,,,,In-Person,In-Person,
SL,106389,CPSC,CPSC 436S 201 2022W2 Topics in Computer Science - COMP SECURITY,,,,,,,,,,,,,,
SL,106390,CPSC,CPSC 440 201 2022W2 Advanced Machine Learning,"SUTHERLAND, DANICA",73,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,In-Person,In-Person,
SL,106391,CPSC,CPSC 444 201 2022W2 Advanced Methods for Human Computer Interaction,"JANZEN, IZABELLE",48,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,In-Person,In-Person,
SL,106392,CPSC,CPSC 445 201 2022W2 Algorithms in Bioinformatics,"DING, JIARUI",23,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,106393,CPSC,CPSC 447 201 2022W2 Introduction to Visualization,"MUNZNER, TAMARA",119,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,In-Person,In-Person,
SL,116001,CPSC,CPSC 490A 201 2022W2 Student Directed Seminars - CMP INT & DESIGN,TBA,19,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,106397,CPSC,CPSC 504 201 2022W2 Data Management,"POTTINGER, RACHEL",15,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,106398,CPSC,CPSC 522 201 2022W2 Artificial Intelligence II,"POOLE, DAVID",9,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,106403,CPSC,CPSC 532V 201 2022W2 Topics in Artificial Intelligence - NLP COMMONSENSE,"SHWARTZ, VERED",14,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,106404,CPSC,CPSC 533R 201 2022W2 Topics in Computer Graphics - VISUAL AI,"RHODIN, HELGE",19,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,106405,CPSC,CPSC 533Y 201 2022W2 Topics in Computer Graphics - DEEP VIS. GEOM.,"YI, KWANG MOO",12,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,113645,CPSC,CPSC 536R 201 2022W2 Topics in Algorithms and Complexity - COMP BIO,"ROTH, ANDREW",8,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,106406,CPSC,CPSC 538P 201 2022W2 Topics in Computer Systems - SYSTEMS SECURITY,"PASQUIER, THOMAS",10,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,106407,CPSC,CPSC 539B 201 2022W2 Topics in Programming Languages,"BOWMAN, WILLIAM",8,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,106408,CPSC,CPSC 539B 2W1 2022W2 Topics in Programming Languages,,,,,,,,,,,,,,
SL,106409,CPSC,CPSC 540 201 2022W2 Machine Learning,"SUTHERLAND, DANICA",30,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,In-Person,In-Person,
SL,106411,CPSC,CPSC 543 201 2022W2 Physical User Interface Design and Evaluation,TBA,10,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,106413,CPSC,CPSC 554K 201 2022W2 Topics in Human-Computer Interaction - DFP PROJECT,"HODGSON, ANTONY",20,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,106415,CPSC,CPSC 554Y 201 2022W2 Topics in Human-Computer Interaction - AR/VR INTERCTN,"YOON, DONGWOOK",13,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,106510,DSCI,DSCI 100 002/005/006/007 2022W2 Introduction to Data Science,"LEE, MELISSA",659,In-Person/Hybrid,Active,2/9/2023,"12:30 - 14:00, 15:30 - 17:00, 16:00 - 17:30",Canvas Classic Quiz,In-Person,,,,Canvas Class Quiz,In-Person,
,,,,"LOURENZUTTI, RODOLFO",,,,2/10/2023,15:00 - 16:30,,,,,,,,
,,,,"WIJENDRA ACHARIGE, LASANTHA PREMARATHNA",,,,3/23/2023,"12:30 - 14:00, 15:30 - 17:00, 16:00 - 17:30",,,,,,,,
,,,,"CHRISTIDIS, ANTHONY-ALEXANDER",,,,3/24/2023,15:00 - 16:30,,,,,,,,
SL,106513,DSCI,DSCI 100 100 2022W2 Introduction to Data Science,"HEAGY, LINDSEY",70,In-Person,Active,2/9/2023,12:30 - 14:00,Canvas Classic Quiz,In-Person,,,,Canvas Class Quiz,In-Person,
,,,,"LEE, MELISSA",,,,3/23/2023,12:30 - 14:00,,,,,,,,
,,,,"LOURENZUTTI, RODOLFO",,,,,,,,,,,,,
SL,106514,DSCI,DSCI 310 101 2022W2 Reproducible and Trustworthy Workflows for Data Science,"CHEN, DANIEL",57,In-Person,Active,3/3/2023,9:00 - 10:00,Canvas Classic Quiz,In-Person,,,,Canvas Class Quiz,In-Person,
SL,106515,DSCI,DSCI 320 201 2022W2 Visualization for Data Science,"OLA, OLUWAKEMI",41,In-Person,Active,TBA,TBA,TBA,TBA,Unable to access syllabus on GitHub,,,TBA,TBA,
,,,,"OSTBLOM, JOEL",,,,,,,,,,,,,
SL,106516,DSCI,DSCI 524 001 2022W2 Collaborative Software Development,"CHEN, DANIEL",78,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"D' ANDREA, MARIA FLORENCIA",,,,,,,,,,,,,
SL,106521,DSCI,DSCI 542 001 2022W2 Communication and Argumentation,"NGUYEN, LE QUAN",78,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,106524,DSCI,DSCI 562 001 2022W2 Regression II,"RODRÍGUEZ ARELIS, GILBERTO ALEXI",78,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,106527,DSCI,DSCI 572 001 2022W2 Supervised Learning II,"SEYED-AHMADI, ARMAN",78,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,106531,DSCI,DSCI 591 001 2022W2 Capstone Project,"BEUZEN, TOMAS",78,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"CHEN, DANIEL",,,,,,,,,,,,,
,,,,"D' ANDREA, MARIA FLORENCIA",,,,,,,,,,,,,
,,,,"GEORGE, GITTU",,,,,,,,,,,,,
,,,,"GORING, SIMON",,,,,,,,,,,,,
,,,,"KOLHATKAR, VARADA",,,,,,,,,,,,,
,,,,"LOURENZUTTI, RODOLFO",,,,,,,,,,,,,
,,,,"NGUYEN, LE QUAN",,,,,,,,,,,,,
,,,,"OSTBLOM, JOEL",,,,,,,,,,,,,
,,,,"RODRÍGUEZ ARELIS, GILBERTO ALEXI",,,,,,,,,,,,,
,,,,"TIMBERS, TIFFANY",,,,,,,,,,,,,
SL,107266,FISH,FISH 501 001 2022W2 Issues in Fisheries Research: Ecosystem Modelling,"CHRISTENSEN, VILLY",3,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,108692,ISCI,ISCI 300 201 2022W2 Interdisciplinary Seminar,"GABRIEL, DENISE",48,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,108693,ISCI,ISCI 311 201 2022W2 The Size of Things,"EVANS, ROBERT JAMES",68,In-Person,Active,2/17/2023 - 3/2/2023,N/A,Canvas Assignment Upload,N/A,Take-home MT,,,In-Person,In-Person,
SL,108694,ISCI,ISCI 320 201 2022W2 Research Development Project,"BLOK, HENDRIK",15,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,108697,ISCI,ISCI 361 201 2022W2 Field Course: Systems Approaches to Regional Sustainability,"GABRIEL, DENISE",11,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"GROAT, LEE",,,,,,,,,,,,,
,,,,"QUANE, STEVEN",,,,,,,,,,,,,
SL,115724,ISCI,ISCI 490 201 2022W2 Student Directed Seminars,TBA,20,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,116347,MATH,MATH 101A ALL 2022W2 Integral Calculus with Applications,"SHMERKIN, PABLO",1598,In-Person/Hybrid,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,In-Person,In-Person,
,,,,"WALJI, NAHID",,,,,,,,,,,,,
,,,,"LOEWEN, PHILIP",,,,,,,,,,,,,
SL,109045,MATH,MATH 210 201 2022W2 Introduction to Mathematical Computing,"WALLS, PATRICK",124,In-Person,Active,2/15/2023,16:00 - 17:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,,,,,3/29/2023,16:00 - 17:00,,,,,,,,
SL,109049,MATH,MATH 220 203 2022W2 Mathematical Proof,"OLLIVIER, RACHEL",80,In-Person,Active,2/17/2023,13:00 - 14:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,,,,,3/24/2023,13:00 - 14:00,,,,,,,,
SL,109057,MATH,MATH 256 ALL 2022W2 Differential Equations,"BALMFORTH, NEIL",361,In-Person,Active,"2/8/2023, 2/9/2023","9:00 - 10:00, 13:00 - 14:00",In-Person,In-Person,,,,In-Person,In-Person,
,,,,"MACKAY, LAURENT",,,,"3/22/2023, 3/23/2023",14:00 - 15:30,,,,,,,,
,,,,"HOLMES-CERFON, MIRANDA",,,,,"9:00 - 10:00, 13:00 - 14:00",,,,,,,,
,,,,,,,,,14:00 - 15:30,,,,,,,,
SL,109080,MATH,MATH 323 201 2022W2 Introduction to Rings and Modules,"VATSAL, VINAYAK",19,In-Person,Active,2/16/2023,9:30 - 11:00,In-Person,In-Person,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,,,,,3/30/2023,9:30 - 11:00,,,,,,,,
SL,109083,MATH,MATH 335 203 2022W2 Introduction to Mathematics,"ADEM, MARIA LUISA MELANIA",30,In-Person,Active,2/16/2023,9:30 - 10:30,In-Person,In-Person,,,,In-Person,In-Person,
,,,,,,,,4/6/2023,9:30 - 10:45,,,,,,,,
SL,116637,MATH,MATH 340 201/202 2022W2 Introduction to Linear Programming,"KIM, YOUNG-HEON",158,In-Person,Active,3/7/2023 - 3/10/2023,N/A,Canvas Assignment Upload,N/A,"Take-home MT, self-administered, self-graded",,,In-Person,In-Person,
,,,,"MILLER, EVAN",,,,,,,,,,,,,
SL,109087,MATH,MATH 400 201 2022W2 Applied Partial Differential Equations,"BALMFORTH, NEIL",66,In-Person,Active,2/28/2023,9:30-11:00,In-Person,In-Person,,,,In-Person,In-Person,
SL,112196,MATH,MATH 412 201 2022W2 Advanced Linear Algebra,"SILBERMAN, LIOR",9,In-Person,Active,2/27/2023,10:00 - 11:00,In-Person,In-Person,,,,In-Person,In-Person,
SL,109095,MATH,MATH 443 201 2022W2 Graph Theory,"YEAGER, ELYSE",29,In-Person,Active,3/10/2023,15:00 - 16:00,In-Person,In-Person,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,109107,MATH,MATH 525 201 2022W2 Differential Geometry I,"CHEN, JINGYI",7,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,109110,MATH,MATH 533 201 2022W2 Algebraic Geometry II,"CAUTIS, SABIN",4,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,109123,MATH,MATH 615A 201 2022W2 Topics in Algebraic Geometry - ALGEBRAIC GEOMET,"BEHREND, KAI",4,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,109125,MATH,MATH 616D 201 2022W2 Topics in Discrete Mathematics - DISCRETE MATH,"SOLYMOSI, JOZSEF",8,In-Person,Active,TBA,TBA,TBA,N/A,Take-home MT,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
SL,109224,MICB,MICB 323 201 2022W2 Molecular Immunology and Virology Laboratory,"GRAVES, MARCIA",83,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,,,In-Person,In-Person,
SL,109241,MICB,MICB 502 201 2022W2 Advanced Immunogenetics,"AMBROSE, ASHLEY",18,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"GOLD, MICHAEL",,,,,,,,,,,,,
,,,,"JEFFERIES, WILFRED ARTHUR",,,,,,,,,,,,,
SL,109606,PHYS,PHYS 108 201 2022W2 Enriched Physics II,"MCKENNA, JANIS",125,In-Person,Active,2/16/2023,18:00 - 19:45,In-Person,In-Person,,,,In-Person,In-Person,
,,,,,,,,3/28/2023,18:00 - 19:45,,,,,,,,
SL,109616,PHYS,PHYS 129/SCIE 001 ALL LABS 2022W2 Experimental Physics Lab II,"BRYMAN, DOUGLAS",113,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"MICHAL, CARL",,,,,,,,,,,,,
,,,,"THOMAS, ANNE",,,,,,,,,,,,,
,,,,"ZOU, KE",,,,,,,,,,,,,
SL,109622,PHYS,PHYS 157 201 2022W2 Introductory Physics for Engineers I,"MCCUTCHEON, WILLIAM H.",22,In-Person,Active,2/16/2023,11:00 - 12:30,In-Person,In-Person,,,,In-Person,In-Person,
,,,,,,,,3/23/2023,11:00 - 12:30,,,,,,,,
SL,109660,PHYS,PHYS 306 201 2022W2 Advanced Mechanics,"ROTTLER, JOERG",38,In-Person,Active,2/24/2023,12:00 - 13:00,Gradescope,In-Person,,,,In-Person,In-Person,
SL,109662,PHYS,PHYS 341 201 2022W2 Physics of Music,"VAN RAAMSDONK, MARK",29,In-Person,Active,3/1/2023,14:00 - 15:00,In-Person,In-Person,,,,In-Person,In-Person,
SL,109663,PHYS,PHYS 350 201 2022W2 Applications of Classical Mechanics,"KARCZMAREK, JOANNA",57,In-Person,Active,2/13/2023,15:00 - 16:00,In-Person,In-Person,,,,In-Person,In-Person,
,,,,,,,,3/31/2023,15:00 - 16:00,,,,,,,,
SL,109668,PHYS,PHYS 408 201 2022W2 Optics,"MILNER, VALERY",76,In-Person,Active,3/1/2023,8:30 - 10:00,In-Person,In-Person,,,,In-Person,In-Person,
SL,109669,PHYS,PHYS 409B 201 2022W2 Experimental Physics - EXPTL PHYSICS,"MADISON, KIRK",11,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"PACHAL, KATHERINE",,,,,,,,,,,,,
