LTR,CANVAS ID,,NAME,Instructor(s),# Students,Mode,Status,MT Date(s),MT Time(s),MT LT,MT Invig LT,MT Notes,FE Date,FE Time ,FE LT,FE Invig LT,FE Notes
KL,107060,EOSC,EOSC 473/573 201 2022W2 Methods in Oceanography,"PAKHOMOV, YEVHENII",23,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"PAWLOWICZ, RICHARD",,,,,,,,,,,,,
KL,107061,EOSC,EOSC 475 201 2022W2 Marine Microbiology,"SUTTLE, CURTIS",35,In-Person,Active,2/17/2023,11:00 - 12:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
KL,107062,EOSC,EOSC 478 201 2022W2 Introduction to Fisheries Science,"PAKHOMOV, YEVHENII",147,In-Person,Active,2/16/2023,15:30 - 17:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
KL,107069,EOSC,EOSC 529 201 2022W2 Topics in Geohazard Risk Management,"MCDOUGALL, SCOTT",17,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,112604,EOSC,EOSC 531 201 2022W2 Exploration Methodology,"BARKER, SHAUN",17,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,107073,EOSC,EOSC 547 201 2022W2 Tunneling and Underground Engineering,"EBERHARDT, ERIK",18,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,112253,ISCI,ISCI 351 201 2022W2 Why the Big Brain? The Evolution of Human Cognition,"GABRIEL, DENISE",45,In-Person,Active,2/16/2023,9:30 - 11:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
KL,112254,ISCI,ISCI 434 201 2022W2 Non-Animal Methods in Biomedical Science,"DHILLON, SUKHNEET KAUR",39,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,4/3/2023 - 4/12/2023,12:30 - 11:59,Canvas Assignment,NA,Take home final exam
KL,108702,ISCI,ISCI 461 201 2022W2 Comparative Field Research Course: Systems Approaches to Regional Sustainability,"GABRIEL, DENISE",2,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,TBA,TBA,TBA*,TBA,"*Final will take place on the day the field trip ends, FE LT is either Canvas Quiz or In-person"
,,,,"GROAT, LEE",,,,,,,,,,,,,
KL,109021,MATH,MATH 100 V02 2022W2 Differential Calculus with Applications,"LEUNG, FOK-SHUEN",37,In-Person,Active,2/14/2023,8:30 - 9:30,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,"FRIEDMAN, BENJAMIN",,,,3/21/2023,8:30 - 9:30,,,,,,,,
KL,116348,MATH,MATH 101B ALL 2022W2 Integral Calculus with Applications,"FAULKNER, KATIE",986,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,TBA,TBA,WebWork,In-Person,
,,,,"NI, JESSICA",,,,,,,,,,,,,
,,,,"LOEWEN, PHILIP",,,,,,,,,,,,,
,,,,"DEMIRBAS, SECKIN",,,,,,,,,,,,,
,,,,"PICCOLO, COSTANZA",,,,,,,,,,,,,
,,,,"PELZ, MERLIN",,,,,,,,,,,,,
,,,,"HARRINGTON, PETER",,,,,,,,,,,,,
,,,,"HUANG, YIFENG",,,,,,,,,,,,,
,,,,"NABARUN, DEB",,,,,,,,,,,,,
,,,,"ROUSE, NICHOLAS ",,,,,,,,,,,,,
KL,116349,MATH,MATH 101C ALL 2022W2 Integral Calculus with Applications,"MACDONALD, COLIN",1056,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,TBA,TBA,WebWork,In-Person,
,,,,"NI, JESSICA",,,,,,,,,,,,,
,,,,"TRAINOR, CHARLOTTE",,,,,,,,,,,,,
,,,,"LOEWEN, PHILIP",,,,,,,,,,,,,
,,,,"YEAGER, ELYSE",,,,,,,,,,,,,
,,,,"SPINKA, YINON",,,,,,,,,,,,,
,,,,"CHOUDHURI, MCMUKUL RAI",,,,,,,,,,,,,
,,,,"STOCKTON, JACOB",,,,,,,,,,,,,
,,,,"SEMNANI, PARDIS",,,,,,,,,,,,,
,,,,"NIE, SHIKUN",,,,,,,,,,,,,
,,,,"HUANG, YIFENG",,,,,,,,,,,,,
,,,,"WU, CHENGYU",,,,,,,,,,,,,
,,,,"CORSO, EMILIO ",,,,,,,,,,,,,
KL,109034,MATH,MATH 121 201 2022W2 Honours Integral Calculus,"MARTIN, GREGORY",44,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,TBA,TBA,In-Person,In-Person,
KL,111722,MATH,MATH 121 202 2022W2 Honours Integral Calculus,"MARTIN, GREGORY",7,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,TBA,TBA,In-Person,In-Person,
,,,,"YAVICOLI, ALEXIA",,,,,,,,,,,,,
KL,109036,MATH,MATH 152 ALL 2022W2 Linear Systems,"WALLS, PATRICK",957,In-Person,Active,"2/14/2023,","8:00 - 9:30,",In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,"KARU, KALLE",,,,2/15/2023,12:00 - 13:00,,,,,,,,
,,,,"MUKUNDAN, ANIRUDH ASURI",,,,,13:00 - 14:00,,,,,,,,
,,,,"CHEN, WENZHAO",,,,"3/22/2023,",,,,,,,,,
,,,,"HOLMES-CERFON, MIRANDA",,,,3/23/2023,12:00 - 13:00,,,,,,,,
,,,,"MADZWAMUSE, ANOTIDA",,,,,"13:00 - 14:00,",,,,,,,,
,,,,,,,,,8:00 - 9:30,,,,,,,,
KL,109042,MATH,MATH 200 ALL 2022W2 Calculus III,"BENNETT, MICHAEL",334,Hybrid/In-Person,Active,"2/9/2023,","12:30 - 14:00,",In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,"REICHSTEIN, ZINOVY",,,,2/10/2023,11:00 - 12:00,,,,,,,,
,,,,"BRUCE, BENJAMIN",,,,,15:00 - 16:00,,,,,,,,
,,,,,,,,3/23/2023,,,,,,,,,
,,,,,,,,3/24/2023,"12:30 - 14:00,",,,,,,,,
,,,,,,,,,11:00 - 12:00,,,,,,,,
,,,,,,,,,15:00 - 16:00,,,,,,,,
KL,109046,MATH,MATH 215 201/202 2022W2 Elementary Differential Equations I,"WALLS, PATRICK",249,In-Person,Active,2/15/2023,"10:00 - 11:00,",In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,"TSAI, TAI-PENG",,,,3/29/2023,12:00 - 13:00,,,,,,,,
,,,,"DANESHI, MASOUD",,,,,,,,,,,,,
,,,,,,,,,"10:00 - 11:00,",,,,,,,,
,,,,,,,,,12:00 - 13:00,,,,,,,,
KL,109048,MATH,MATH 220 201 2022W2 Mathematical Proof,"OLLIVIER, RACHEL",77,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"BENNETT, MICHAEL",,,,,,,,,,,,,
KL,109050,MATH,MATH 220 204 2022W2 Mathematical Proof,"OLLIVIER, RACHEL",55,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,116605,MATH,MATH 220 ALL 2022W2 Mathematical Proof,"OLLIVIER, RACHEL",212,In-Person,Active,2/17/2023,"9:00 - 10:00,",In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,"BENNETT, MICHAEL",,,,3/24/2023,"10:00 - 11:00,",,,,,,,,
,,,,,,,,,13:00 - 14:00,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,"9:00 - 10:00,",,,,,,,,
,,,,,,,,,"10:00 - 11:00,",,,,,,,,
,,,,,,,,,13:00 - 14:00,,,,,,,,
KL,109052,MATH,MATH 221 203 2022W2 Matrix Algebra,"CAUTIS, SABIN",90,In-Person,Active,2/15/2023,13:00 - 14:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,"CHEN, JINGYI",,,,3/29/2023,13:00 - 14:00,,,,,,,,
KL,109051,MATH,MATH 221 ALL 2022W2 sections - WebWork and Piazza,"CAUTIS, SABIN",458,In-Person,Active,"2/15/2023,","13:00 - 14:00,",In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,"CHEN, JINGYI",,,,2/16/2023,11:00 - 12:30,,,,,,,,
,,,,,,,,,13:00 - 14:00,,,,,,,,
,,,,,,,,"3/29/2024,",,,,,,,,,
,,,,,,,,3/30/2023,"13:00 - 14:00,",,,,,,,,
,,,,,,,,,11:00 - 12:30,,,,,,,,
,,,,,,,,,13:00 - 14:00,,,,,,,,
KL,109054,MATH,MATH 223 201 2022W2 Linear Algebra,"GORDON, JULIA YULIA",19,In-Person,Active,2/6/2023,10:00 -11:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,,,,,3/10/2023,10:00 -11:00,,,,,,,,
KL,109055,MATH,MATH 227 201 2022W2 Advanced Calculus II,"YAVICOLI, ALEXIA",26,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,TBA,TBA,In-Person,In-Person,
KL,109060,MATH,MATH 257/316 ALL 2022W2 Partial Differential Equations,"RAHMANI, MONA",105,In-Person,Active,2/17/2023,9:00 - 10:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,,,,,3/24/2023,11:00 - 12:00,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,9:00 - 10:00,,,,,,,,
,,,,,,,,,11:00 - 12:00,,,,,,,,
KL,109065,MATH,MATH 300 201 2022W2 Introduction to Complex Variables,"MURUGAN, MATHAV",57,In-Person,Active,2/28/2023,14:00 -15:30,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,,,,,TBA*,14:00 -15:30,,,,,,,,
KL,109066,MATH,MATH 301 201 2022W2 Applied Analysis,"SLADE, GORDON",27,In-Person,Active,2/10/2023,11:00 - 12:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,,,,,3/24/2023,11:00 - 12:00,,,,,,,,
KL,109067,MATH,MATH 302 201 2022W2 Introduction to Probability,"ROBEVA, ELINA",157,In-Person,Active,3/3/2023,11:00 - 12:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
KL,109068,MATH,MATH 303 201/202 2022W2 Introduction to Stochastic Processes,"DAO DUC, KHANH",259,In-Person,Active,2/27/2023,9:00 -10:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,"PLAN, YANIV",,,,,13:00 - 14:00,,,,,,,,
KL,109070,MATH,MATH 305 201 2022W2 Applied Complex Analysis,"WEI, JUNCHENG",81,In-Person,Active,2/10/2023,12:00 - 13:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,,,,,3/24/2023,12:00 - 13:00,,,,,,,,
KL,116604,MATH,MATH 307 ALL 2022W2 Applied Linear Algebra,"STENLUND, DAVID",,In-Person,Active,"2/13/2023,","12:00 - 13:00,",In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,"WALLS, PATRICK",,,,2/14/2023,11:00 - 12:30,,,,,,,,
,,,,"YILMAZ, OZGUR",,,,,,,,,,,,,
,,,,,,,,"3/23/2023,","11:00 - 12:30,",,,,,,,,
,,,,,,,,3/24/2023,12:00 - 13:00,,,,,,,,
KL,112195,MATH,MATH 309 201 2022W2 Topics in Geometry,"WATSON, LIAM",96,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,116610,MATH,MATH 317 ALL 2022W2 Calculus IV,"PICARD, SEBASTIEN",162,In-Person,Active,2/17/2023,"12:00 - 13:00,",In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,,,,,,14:00 - 15:00,,,,,,,,
KL,109078,MATH,MATH 318 201 2022W2 Probability with Physical Applications,"ANGEL, OMER",107,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,109079,MATH,MATH 321 201 2022W2 Real Variables II,"SLADE, GORDON",38,In-Person,Active,2/10/2023,9:00 - 10:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,,,,,3/24/2023,9:00 - 10:00,,,,,,,,
KL,109081,MATH,MATH 335 201 2022W2 Introduction to Mathematics,"ADEM, MARIA LUISA MELANIA",30,In-Person,Active,2/16/2023,12:30 - 14:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,,,,,4/6/2023,12:30 - 14:00,,,,,,,,
KL,109088,MATH,MATH 401 201 2022W2 Green's Functions and Variational Methods,"WETTON, BRIAN",21,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,109089,MATH,MATH 419/545 201 2022W2 Stochastic Processes,"HERMON, JONATHAN",7,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,TBA,TBA,In-Person,In-Person,
KL,109090,MATH,MATH 421 201 2022W2 Real Analysis II,"BACHMANN, SVEN",14,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,TBA,TBA,In-Person,In-Person,
KL,109091,MATH,MATH 423/502 201 2022W2 Commutative Algebra,"REICHSTEIN, ZINOVY",9,In-Person,Active,2/28/2023,11:00 - 12:30,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
KL,109092,MATH,MATH 425 201 2022W2 Introduction to Modern Differential Geometry,"CHEN, JINGYI",17,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,109093,MATH,MATH 427/527 201 2022W2 Topics in Topology,"WATSON, LIAM",7,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,109094,MATH,MATH 442 201 2022W2 Graphs and Networks,"SOLYMOSI, JOZSEF",47,In-Person,Active,2/9/2023,14:00 - 15:30,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,,,,,3/23/2023,14:00 - 15:30,,,,,,,,
KL,109096,MATH,MATH 444 201 2022W2 Mathematical Research and Writing,"ALINIAEIFARD, FARID",11,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"WALJI, NAHID",,,,,,,,,,,,,
KL,109097,MATH,MATH 444 202 2022W2 Mathematical Research and Writing,"WALJI, NAHID",10,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,109098,MATH,MATH 462/560 201 2022W2 Projects in Mathematical Biology,"CYTRYNBAUM, ERIC",9,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,109103,MATH,MATH 510 201 2022W2 Functional Analysis,"BACHMANN, SVEN",6,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,TBA,TBA,In-Person,In-Person,
KL,109105,MATH,MATH 521 201 2022W2 Numerical Analysis of Partial Differential Equations,"WETTON, BRIAN",7,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,112257,MATH,MATH 535 201 2022W2 Lie Theory II,"SILBERMAN, LIOR",7,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,112259,MATH,MATH 542 201 2022W2 Harmonic Analysis II,"SHMERKIN, PABLO",7,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,112261,MATH,MATH 556 201 2022W2 Industrial Mathematical Modelling,"WARD, MICHAEL JEFFREY",6,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,109118,MATH,MATH 599 201 2022W2 Mathematics Teaching Techniques,"PICCOLO, COSTANZA",16,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,109222,MICB,MICB 203/353 201 2022W2 Basic/Food Microbiology Laboratory,"KION, TRACY",38,In-Person,Active,2/6/2023,15:00 - 17:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,,,,,3/6/2023,17:00 - 19:00,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,15:00 - 17:00,,,,,,,,
,,,,,,,,,17:00 - 19:00,,,,,,,,
KL,112072,MICB,MICB 211 201 2022W2 Foundations of Microbiology,"GAYNOR, ERIN",268,In-Person,Active,2/6/2023,12:00 - 13:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,"SUN, EVELYN",,,,3/10/2023,12:00 - 13:00,,,,,,,,
,,,,"TOCHEVA, ELITZA",,,,,,,,,,,,,
KL,112073,MICB,MICB 212 201 2022W2 Introductory Immunology and Virology,"KION, TRACY",227,In-Person,Active,2/8/2023,13:00 - 14:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,"SIBLEY, JENNIFER",,,,3/8/2023,13:00 - 14:00,,,,,,,,
,,,,"TOKUYAMA, MARIA",,,,,,,,,,,,,
KL,109223,MICB,MICB 308 201 2022W2 Paradigms in Bacterial Pathogenesis,"AV-GAY, YOSSEF",106,In-Person,Active,2/3/2023,12:00 - 13:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,"OLIVER, DAVID",,,,3/13/2023,12:00 - 13:00,,,,,,,,
KL,109225,MICB,MICB 325 201 2022W2 Analysis of Microbial Genes and Genomes,"ELTIS, LINDSAY",127,In-Person,Active,2/3/2023,11:00 - 12:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,"HAMILTON, CORRI",,,,3/10/2023,11:00 - 12:00,,,,,,,,
KL,109228,MICB,MICB 404 201 2022W2 Topics in Molecular Bacterial Pathogenesis,"HANCOCK, ROBERT E",19,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,109229,MICB,MICB 406 201 2022W2 Topics in Molecular Virology,"HORWITZ, MARC",12,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"JEAN, FRANCOIS",,,,,,,,,,,,,
KL,109230,MICB,MICB 408 201 2022W2 Advanced Bacterial Pathogenesis,"SUN, EVELYN",40,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"TOCHEVA, ELITZA",,,,,,,,,,,,,
KL,109231,MICB,MICB 412 201 2022W2 Topics in Immunological Research,"GOLD, MICHAEL",13,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"HARDER, KENNETH",,,,,,,,,,,,,
,,,,"TOKUYAMA, MARIA",,,,,,,,,,,,,
KL,116597,MICB,MICB 413 201 2022W2 Topics in Microbiome Research,"FINLAY, B BRETT",18,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"OSBORNE, LISA",,,,,,,,,,,,,
,,,,"TROPINI, CAROLINA",,,,,,,,,,,,,
KL,109233,MICB,MICB 418 201 2022W2 Industrial Microbiology and Biotechnology,"OLIVER, DAVID",,In-Person,Active,3/7/2023,11:00 - 12:30,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,"TAYLOR, JARED",,,,3/9/2023,11:00 - 12:30,,,,,,,,
KL,109235,MICB,MICB 425 201 2022W2 Microbial Ecological Genomics,"CROWE, SEAN",47,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"WONG, DONALD",,,,,,,,,,,,,
KL,115725,MICB,MICB 448S 201 2022W2 Directed Research - STUDENT SEMINAR,"PLICHTA, SASHA",11,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"SINGH, RISHAV",,,,,,,,,,,,,
KL,112263,MICB,MICB 471 201 2022W2 Laboratory Research in Microbiology and Immunology,"OLIVER, DAVID",17,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"SUN, EVELYN",,,,,,,,,,,,,
KL,112197,MICB,MICB 475 201 2022W2 Data Science Research in Microbiology and Immunology,"CHEN, MELISSA",75,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"SUN, EVELYN",,,,,,,,,,,,,
,,,,"OLIVER, DAVID",,,,,,,,,,,,,
KL,112808,MICB,MICB 506B 201 2022W2 Microbiological and Immunological Research - MICB&IMMUN RSRCH,"GOLD, MICHAEL",28,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"GRAVES, MARCIA",,,,,,,,,,,,,
,,,,"JOHNSON, PAULINE",,,,,,,,,,,,,
,,,,"MURPHY, MICHAEL",,,,,,,,,,,,,
,,,,"TOKUYAMA, MARIA",,,,,,,,,,,,,
,,,,"TROPINI, CAROLINA",,,,,,,,,,,,,
KL,109373,NSCI,NSCI 201 001 2022W2 Fundamentals of Behavioural and Cognitive Neuroscience,"SOMA, KIRAN",145,In-Person,Active,2/9/2023,9:00 - 11:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,,,,,3/16/2023,9:00 - 11:00,,,,,,,,
KL,109607,PHYS,"PHYS 118 201 2022W2 Electricity, Light and Radiation","POTTER, ANDREW",158,In-Person,Active,2/7/2023,11:00 - 12:30,Canvas Classic Quiz,In-Person,,TBA,TBA,Canvas Classic Quiz,In-Person,
,,,,,,,,3/14/2023,11:00 - 12:30,,,,,,and Written,,
KL,109608,PHYS,PHYS 119 ALL LABS 2022W2 Experimental Physics Lab I,"IVES, JOSS",347,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"JOSEPH, TIGRIS",,,,,,,,,,,,,
,,,,"LISTER, ALISON",,,,,,,,,,,,,
,,,,"KONIAR, HELENA",,,,,,,,,,,,,
,,,,"CONNOLLY, SAM",,,,,,,,,,,,,
,,,,"NORTHWAY, CASSIDY",,,,,,,,,,,,,
,,,,"NOVOSELOVA, MASHA",,,,,,,,,,,,,
KL,109619,PHYS,PHYS 131 ALL 2022W2 Energy and Waves (Lecture),"RIEGER, GEORG",784,In-Person,Active,3/6/2023,17:00 - 19:00,Canvas Classic Quiz,N/A,"MT is 80 minutes, students can take it anytime betweeen 17:00 - 19:00 on Canvas",TBA,TBA,TBA,In-Person,
,,,,"SOSSI, VESNA",,,,,,,,,,,,,
KL,109623,PHYS,PHYS 158 201 2022W2 Introductory Physics for Engineers II,"MATTISON, THOMAS",310,In-Person,Active,3/2/2023,18:30 - 19:30,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,,,,,3/30/2023,18:30 - 19:30,,,,,,,,
KL,116225,PHYS,PHYS 158 ALL SECTIONS 2022W2 Introductory Physics for Engineers II,"HASINOFF, MICHAEL",881,In-Person,Active,3/2/2023,18:30 - 19:30,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,"FRANZ, MARCEL",,,,3/30/2023,18:30 - 19:30,,,,,,,,
,,,,"MATTISON, THOMAS",,,,,,,,,,,,,
KL,109637,PHYS,PHYS 159 ALL LABS 2022W2 Introductory Physics Laboratory for Engineers,"ALLARD, JONATHAN MASSEY",854,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
,,,,"DUFRESNE, SYDNEY",,,,,,,,,,,,,
,,,,"ENSWORTH, ALEX",,,,,,,,,,,,,
,,,,"KANJILAL, CHIRONJEEV",,,,,,,,,,,,,
,,,,"BURKE, SARAH",,,,,,,,,,,,,
,,,,"DIERKER, STEVE",,,,,,,,,,,,,
,,,,"YE, ZILIANG",,,,,,,,,,,,,
,,,,"THOMPSON, MERCEDES",,,,,,,,,,,,,
,,,,"REZAIE, ERFAN",,,,,,,,,,,,,
KL,109647,PHYS,PHYS 170 ALL 2022W2 Mechanics I,"LITINSKAYA, MARINA",797,In-Person,Active,3/9/2023,18:00 - 19:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,"CHOPTUIK, MATTHEW",,,,,,,,,,,,,
KL,109650,PHYS,PHYS 203 201 2022W2 Thermal Physics I,"PLOTKIN, STEVEN",92,In-Person,Active,2/2/2023,9:00 - 11:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,,,,,3/2/2023,9:00 - 11:00,,,,,,,,
,,,,,,,,3/23/2023,9:00 - 11:00,,,,,,,,
KL,109651,PHYS,PHYS 216 201 2022W2 Intermediate Mechanics,"SCHLEICH, KRISTIN",111,In-Person,Active,3/7/2023,18:00 - 20:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
KL,109652,PHYS,PHYS 229 ALL LABS 2022W2 Intermediate Experimental Physics II,"BONN, DOUGLAS ANDREW",86,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
KL,109657,PHYS,PHYS 301 201 2022W2 Electricity and Magnetism,"HINSHAW, GARY",46,In-Person,Active,2/10/2023,9:00 - 10:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,,,,,3/17/2023,9:00 - 10:00,,,,,,,,
KL,109658,PHYS,PHYS 304 201 2022W2 Introduction to Quantum Mechanics,"ZOU, KE",87,In-Person,Active,2/10/2023,14:00 - 15:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
,,,,,,,,3/24/2023,14:00 - 15:00,,,,,,,,
KL,109659,PHYS,PHYS 305 201 2022W2 Introduction to Biophysics,"LESLIE, SABRINA",12,In-Person,Active,3/10/2023,15:00 - 16:00,In-Person,In-Person,,TBA,TBA,In-Person,In-Person,
KL,109661,PHYS,PHYS 319 201 2022W2 Electronics Laboratory,"KOTLICKI, ANDRZEJ",44,In-Person,Active,NO MIDTERM,NO MIDTERM,NO MIDTERM,NO MIDTERM,,NO FINAL,NO FINAL,NO FINAL,NO FINAL,
